 Date Time CO NO2 CHX NO PM10
 29.12.12 00:00 0.04 0.08 1.37 0.02 0.01
 -------- 01:00 0.02 0.07 1.37 0.02 0.01
 -------- 02:00 0.02 0.02 1.37 0.01 0.00
 -------- 03:00 0.02 0.06 1.37 0.02 0.01
 -------- 04:00 0.02 0.06 1.37 0.01 0.01
 29.12.12 05:00 0.02 0.06 1.37 0.01 0.02
 -------- 06:00 0.02 0.07 1.38 0.02 0.03
 -------- 07:00 0.02 0.07 1.38 0.02 0.04
 -------- 08:00 0.04 0.08 1.39 0.02 0.03
 -------- 09:00 0.05 0.11 1.40 0.02 0.02
 29.12.12 10:00 0.04 0.08 1.41 0.02 0.04
 -------- 11:00 0.06 0.06 1.42 0.01 0.03
 -------- 12:00 0.04 0.03 1.41 0.01 0.04
 -------- 13:00 0.04 0.04 1.40 0.02 0.04
 -------- 14:00 0.03 0.02 1.39 0.01 0.06
 29.12.12 15:00 0.04 0.02 1.41 0.01 0.04
 -------- 16:00 0.04 0.02 1.45 0.01 0.04
 -------- 17:00 0.04 0.03 1.43 0.01 0.03
 -------- 18:00 0.04 0.02 1.41 0.02 0.03
 -------- 19:00 0.04 0.02 1.42 0.01 0.03
 29.12.12 20:00 0.04 0.02 1.42 0.01 0.03
 -------- 21:00 0.04 0.02 1.49 0.01 0.04
 -------- 22:00 0.04 0.02 1.43 0.01 0.03
 -------- 23:00 0.04 0.02 1.43 0.01 0.02
 -------- 00:00 0.04 0.02 1.44 0.01 0.03
 30.12.12 01:00 0.04 0.02 1.45 0.01 0.03
 -------- 02:00 0.04 0.02 1.44 0.01 0.02
 -------- 03:00 0.16 0.02 1.50 0.02 0.04
 -------- 04:00 0.04 0.02 1.45 0.02 0.02
 -------- 05:00 0.04 0.02 1.44 0.01 0.02
 30.12.12 06:00 0.04 0.02 1.44 0.02 0.02
 -------- 07:00 0.05 0.02 1.44 0.02 0.03
 -------- 08:00 0.05 0.03 1.45 0.02 0.02
 -------- 09:00 0.05 0.03 1.45 0.02 0.02
 -------- 10:00 0.04 0.02 1.44 0.02 0.02
 30.12.12 11:00 0.04 0.03 1.49 0.02 0.02
 -------- 12:00 0.04 0.04 1.45 0.02 0.02
 -------- 13:00 0.04 0.03 1.44 0.02 0.02
 -------- 14:00 0.05 0.04 1.44 0.02 0.02
 -------- 15:00 0.06 0.03 1.50 0.02 0.02
 30.12.12 16:00 0.06 0.04 1.48 0.02 0.02
 -------- 17:00 0.06 0.04 1.51 0.02 0.02
 -------- 18:00 0.06 0.03 1.45 0.02 0.03
 -------- 19:00 0.06 0.04 1.44 0.01 0.02
 -------- 20:00 0.07 0.04 1.45 0.01 0.02
 30.12.12 21:00 0.06 0.15 1.47 0.01 0.03
 -------- 22:00 0.07 0.26 1.50 0.02 0.04
 -------- 23:00 0.09 0.33 1.52 0.05 0.04
