 Date Time CO OZ NO2 CHX NO PM10
 28.03.13 12:00 0.12 ---- 0.05 1.49 0.02 0.02
 -------- 13:00 0.07 ---- 0.03 1.44 0.02 0.02
 -------- 14:00 0.05 ---- 0.03 1.42 0.02 0.03
 -------- 15:00 0.04 ---- 0.04 1.42 0.02 0.03
 -------- 16:00 0.04 ---- 0.04 1.41 0.02 0.02
 28.03.13 17:00 0.04 ---- 0.04 1.42 0.02 0.02
 -------- 18:00 0.04 ---- 0.04 1.43 0.02 0.02
 -------- 19:00 0.04 ---- 0.06 1.44 0.02 0.02
 -------- 20:00 0.06 ---- 0.13 1.48 0.02 0.03
 -------- 21:00 0.07 ---- 0.18 1.52 0.02 0.04
 28.03.13 22:00 0.07 ---- 0.17 1.54 0.02 0.05
 -------- 23:00 0.06 ---- 0.14 1.54 0.02 0.04
 -------- 00:00 0.05 ---- 0.10 1.52 0.02 0.03
 -------- 01:00 0.06 ---- 0.11 1.51 0.01 0.03
 -------- 02:00 0.13 ---- 0.35 1.64 0.03 0.08
 29.03.13 03:00 0.13 ---- 0.32 1.63 0.02 0.11
 -------- 04:00 0.11 ---- 0.34 1.65 0.02 0.08
 -------- 05:00 0.14 ---- 0.40 1.76 0.03 0.11
 -------- 06:00 0.21 ---- 0.43 1.86 0.05 0.05
 -------- 07:00 0.23 ---- 0.45 1.88 0.05 0.05
 29.03.13 08:00 0.34 ---- 0.50 2.01 0.16 0.05
 -------- 09:00 0.39 ---- 0.51 2.00 0.19 0.06
 -------- 10:00 0.12 ---- 0.33 1.59 0.05 0.06
 -------- 11:00 0.04 ---- 0.12 1.46 0.02 0.02
 -------- 12:00 0.03 ---- 0.05 1.43 0.02 0.02
 29.03.13 13:00 0.02 ---- 0.03 1.41 0.02 0.01
 -------- 14:00 0.03 ---- 0.04 1.43 0.02 0.02
 -------- 15:00 0.04 ---- 0.07 1.43 0.02 0.02
 -------- 16:00 0.02 ---- 0.07 1.42 0.02 0.02
 -------- 17:00 0.02 ---- 0.06 1.42 0.02 0.02
 29.03.13 18:00 0.02 ---- 0.04 1.42 0.01 0.01
 -------- 19:00 0.03 ---- 0.07 1.45 0.01 0.02
 -------- 20:00 0.03 ---- 0.11 1.46 0.02 0.02
 -------- 21:00 0.10 ---- 0.22 1.51 0.03 0.03
 -------- 22:00 0.15 ---- 0.43 1.65 0.06 0.08
 29.03.13 23:00 0.21 ---- 0.60 1.82 0.15 0.16
 -------- 00:00 0.21 ---- 0.62 1.85 0.16 0.15
 -------- 01:00 0.23 ---- 0.61 1.89 0.22 0.14
 -------- 02:00 0.21 ---- 0.61 1.92 0.19 0.12
 -------- 03:00 0.21 ---- 0.60 1.94 0.19 0.12
 30.03.13 04:00 0.21 ---- 0.59 1.95 0.19 0.09
 -------- 05:00 0.22 ---- 0.59 1.92 0.20 0.08
 -------- 06:00 0.19 ---- 0.61 1.78 0.17 0.06
 -------- 07:00 0.15 ---- 0.62 1.76 0.13 0.05
 -------- 08:00 0.17 ---- 0.58 1.75 0.13 0.06
 30.03.13 09:00 0.09 ---- 0.50 1.61 0.07 0.04
 -------- 10:00 0.10 ---- 0.52 1.63 0.08 0.07
 -------- 11:00 0.08 ---- 0.45 1.61 0.07 0.06
