 Date Time CO OZ NO2 CHX NO PM10
 13.04.13 00:00 0.13 ---- 0.71 1.62 0.02 0.14
 -------- 01:00 0.11 ---- 0.69 1.62 0.02 0.13
 -------- 02:00 0.11 ---- 0.49 1.61 0.02 0.11
 -------- 03:00 0.11 ---- 0.42 1.67 0.02 0.10
 -------- 04:00 0.11 ---- 0.71 1.66 0.06 0.14
 13.04.13 05:00 0.14 ---- 0.79 1.78 0.15 0.18
 -------- 06:00 0.17 ---- 0.88 2.17 0.30 0.24
 -------- 07:00 0.19 ---- 0.86 2.22 0.34 0.23
 -------- 08:00 0.21 ---- 0.87 2.32 0.40 0.24
 -------- 09:00 0.18 ---- 0.77 2.05 0.27 0.20
 13.04.13 10:00 0.11 ---- 0.48 1.62 0.08 0.13
 -------- 11:00 0.10 ---- 0.34 1.54 0.05 0.12
 -------- 12:00 0.08 ---- 0.19 1.48 0.03 0.09
 -------- 13:00 0.08 ---- 0.19 1.48 0.02 0.09
 -------- 14:00 0.08 ---- 0.22 1.49 0.03 0.12
 13.04.13 15:00 0.08 ---- 0.23 1.48 0.03 0.12
 -------- 16:00 0.07 ---- 0.17 1.48 0.02 0.11
 -------- 17:00 0.06 ---- 0.15 1.46 0.02 0.10
 -------- 18:00 0.06 ---- 0.16 1.48 0.02 0.09
 -------- 19:00 0.08 ---- 0.21 1.52 0.01 0.11
 13.04.13 20:00 0.09 ---- 0.34 1.51 0.02 0.13
 -------- 21:00 0.08 ---- 0.39 1.55 0.01 0.15
 -------- 22:00 0.09 ---- 0.48 1.59 0.01 0.16
 -------- 23:00 0.08 ---- 0.46 1.61 0.02 0.14
 -------- 00:00 0.08 ---- 0.46 1.60 0.01 0.13
 14.04.13 01:00 0.08 ---- 0.47 1.59 0.01 0.13
 -------- 02:00 0.09 ---- 0.45 1.58 0.02 0.12
 -------- 03:00 0.08 ---- 0.36 1.53 0.01 0.11
 -------- 04:00 0.06 ---- 0.27 1.52 0.01 0.11
 -------- 05:00 0.06 ---- 0.21 1.50 0.01 0.09
 14.04.13 06:00 0.06 ---- 0.20 1.49 0.02 0.08
 -------- 07:00 0.05 ---- 0.22 1.49 0.01 0.08
 -------- 08:00 0.06 ---- 0.27 1.51 0.02 0.10
 -------- 09:00 0.07 ---- 0.37 1.56 0.04 0.13
 -------- 10:00 0.07 ---- 0.35 1.56 0.04 0.15
 14.04.13 11:00 0.08 ---- 0.38 1.57 0.04 0.17
 -------- 12:00 0.08 ---- 0.38 1.57 0.05 0.19
 -------- 13:00 0.08 ---- 0.34 1.56 0.04 0.21
 -------- 14:00 0.07 ---- 0.31 1.59 0.03 0.19
 -------- 15:00 0.06 ---- 0.27 1.53 0.02 0.18
 14.04.13 16:00 0.06 ---- 0.26 1.51 0.02 0.18
 -------- 17:00 0.07 ---- 0.25 1.51 0.02 0.17
 -------- 18:00 0.08 ---- 0.31 1.52 0.02 0.16
 -------- 19:00 0.08 ---- 0.37 1.54 0.01 0.17
 -------- 20:00 0.08 ---- 0.41 1.56 0.01 0.18
 14.04.13 21:00 0.08 ---- 0.39 1.55 0.01 0.17
 -------- 22:00 0.13 ---- 0.63 1.63 0.01 0.25
 -------- 23:00 0.14 ---- 0.83 1.65 0.02 0.30
 -------- 00:00 0.12 ---- 0.92 1.64 0.02 0.30
