 Date Time CO NO2 CHX NO PM10
 10.11.12 16:00 0.04 0.05 1.40 0.02 0.03
 -------- 17:00 0.05 0.10 1.43 0.02 0.04
 -------- 18:00 0.07 0.14 1.47 0.02 0.06
 -------- 19:00 0.11 0.22 1.54 0.05 0.09
 -------- 20:00 0.13 0.21 1.61 0.05 0.10
 10.11.12 21:00 0.15 0.25 1.63 0.10 0.11
 -------- 22:00 0.12 0.23 1.63 0.05 0.08
 -------- 23:00 0.10 0.23 1.57 0.05 0.08
 -------- 00:00 0.13 0.19 1.62 0.05 0.08
 -------- 01:00 0.15 0.17 1.70 0.12 0.09
 11.11.12 02:00 0.17 0.16 1.79 0.19 0.13
 -------- 03:00 0.19 0.16 1.87 0.23 0.14
 -------- 04:00 0.15 0.19 1.76 0.16 0.10
 -------- 05:00 0.08 0.24 1.61 0.03 0.06
 -------- 06:00 0.09 0.28 1.62 0.04 0.07
 11.11.12 07:00 0.09 0.29 1.65 0.06 0.07
 -------- 08:00 0.11 0.30 1.66 0.07 0.07
 -------- 09:00 0.11 0.30 1.65 0.07 0.07
 -------- 10:00 0.10 0.28 1.62 0.09 0.08
 -------- 11:00 0.10 0.24 1.58 0.08 0.07
 11.11.12 12:00 0.07 0.19 1.52 0.05 0.06
 -------- 13:00 0.07 0.16 1.50 0.04 0.06
 -------- 14:00 0.07 0.16 1.49 0.04 0.06
 -------- 15:00 0.07 0.17 1.50 0.03 0.07
 -------- 16:00 0.08 0.20 1.53 0.03 0.07
 11.11.12 17:00 0.08 0.22 1.51 0.03 0.07
 -------- 18:00 0.08 0.25 1.51 0.03 0.07
 -------- 19:00 0.08 0.26 1.52 0.03 0.07
 -------- 20:00 0.07 0.25 1.51 0.03 0.07
 -------- 21:00 0.06 0.19 1.50 0.02 0.06
 11.11.12 22:00 0.05 0.13 1.46 0.02 0.05
 -------- 23:00 0.04 0.11 1.44 0.02 0.04
 -------- 00:00 0.04 0.09 1.43 0.02 0.04
 -------- 01:00 0.04 0.07 1.42 0.02 0.04
 -------- 02:00 0.04 0.07 1.43 0.01 0.03
 12.11.12 03:00 0.04 0.07 1.42 0.01 0.03
 -------- 04:00 0.04 0.06 1.42 0.02 0.03
 -------- 05:00 0.04 0.07 1.42 0.01 0.03
 -------- 06:00 0.04 0.09 1.44 0.01 0.03
 -------- 07:00 0.04 0.09 1.46 0.02 0.04
 12.11.12 08:00 0.07 0.14 1.47 0.03 0.04
 -------- 09:00 0.06 0.15 1.46 0.03 0.05
 -------- 10:00 0.06 0.15 1.46 0.03 0.06
 -------- 11:00 0.06 0.15 1.46 0.03 0.06
 -------- 12:00 0.06 0.14 1.46 0.02 0.06
 12.11.12 13:00 0.05 0.10 1.43 0.02 0.06
 -------- 14:00 0.06 0.09 1.44 0.02 0.05
 -------- 15:00 0.05 0.09 1.44 0.02 0.06
 -------- 16:00 0.06 0.09 1.43 0.02 0.06
