 Date Time CO OZ NO2 CHX NO PM10
 16.02.13 12:00 0.22 ---- 0.51 2.02 0.34 0.35
 -------- 13:00 0.19 ---- 0.51 1.94 0.29 0.30
 -------- 14:00 0.10 ---- 0.41 1.66 0.10 0.15
 -------- 15:00 0.07 ---- 0.35 1.56 0.06 0.07
 -------- 16:00 0.07 ---- 0.36 1.58 0.05 0.09
 16.02.13 17:00 0.09 ---- 0.52 1.76 0.10 0.15
 -------- 18:00 0.11 ---- 0.56 1.92 0.09 0.17
 -------- 19:00 0.10 ---- 0.52 1.79 0.03 0.14
 -------- 20:00 0.08 ---- 0.28 1.65 0.02 0.13
 -------- 21:00 0.06 ---- 0.15 1.58 0.01 0.10
 16.02.13 22:00 0.06 ---- 0.13 1.57 0.01 0.11
 -------- 23:00 0.06 ---- 0.14 1.57 0.01 0.10
 -------- 00:00 0.07 ---- 0.16 1.62 0.01 0.11
 -------- 01:00 0.06 ---- 0.17 1.84 0.01 0.12
 -------- 02:00 0.06 ---- 0.16 1.79 0.01 0.13
 17.02.13 03:00 0.06 ---- 0.13 1.58 0.01 0.12
 -------- 04:00 0.06 ---- 0.13 1.58 0.01 0.12
 -------- 05:00 0.06 ---- 0.15 2.00 0.01 0.13
 -------- 06:00 0.07 ---- 0.13 1.91 0.01 0.13
 -------- 07:00 0.07 ---- 0.07 1.54 0.01 ----
 17.02.13 08:00 0.06 ---- 0.08 1.54 0.01 ----
 -------- 09:00 0.08 ---- 0.13 1.55 0.01 ----
 -------- 10:00 0.07 ---- 0.10 1.54 0.02 ----
 -------- 11:00 0.08 ---- 0.13 1.56 0.02 ----
 -------- 12:00 0.06 ---- 0.11 1.54 0.02 ----
 17.02.13 13:00 0.06 ---- 0.09 1.52 0.02 ----
 -------- 14:00 0.06 ---- 0.07 1.51 0.02 ----
 -------- 15:00 0.06 ---- 0.06 1.50 0.01 ----
 -------- 16:00 0.06 ---- 0.06 1.54 0.02 ----
 -------- 17:00 0.06 ---- 0.07 1.65 0.02 ----
 17.02.13 18:00 0.06 ---- 0.09 1.66 0.01 ----
 -------- 19:00 0.06 ---- 0.08 1.50 0.01 ----
 -------- 20:00 0.07 ---- 0.14 1.50 0.01 ----
 -------- 21:00 0.06 ---- 0.12 1.50 0.01 ----
 -------- 22:00 0.06 ---- 0.14 1.51 0.02 ----
 17.02.13 23:00 0.07 ---- 0.27 1.80 0.02 ----
 -------- 00:00 0.06 ---- 0.19 2.04 0.01 ----
 -------- 01:00 0.06 ---- 0.12 1.83 0.02 ----
 -------- 02:00 0.06 ---- 0.06 1.48 0.01 ----
 -------- 03:00 0.06 ---- 0.07 1.48 0.01 ----
 18.02.13 04:00 0.06 ---- 0.08 1.49 0.01 ----
 -------- 05:00 0.06 ---- 0.11 1.52 0.02 ----
 -------- 06:00 0.09 ---- 0.16 1.56 0.02 ----
 -------- 07:00 0.10 ---- 0.19 1.54 0.01 ----
 -------- 08:00 0.09 ---- 0.20 1.53 0.02 ----
 18.02.13 09:00 0.09 ---- 0.20 1.54 0.02 ----
 -------- 10:00 0.10 ---- 0.19 1.57 0.03 ----
 -------- 11:00 0.09 ---- 0.17 1.56 0.04 ----
