 Date Time CO OZ NO2 CHX NO PM10
 16.01.13 00:00 0.04 ---- 0.10 1.44 0.01 0.04
 -------- 01:00 0.04 ---- 0.15 1.45 0.01 0.03
 -------- 02:00 0.05 ---- 0.16 1.48 0.01 0.04
 -------- 03:00 0.07 ---- 0.38 1.51 0.02 0.06
 -------- 04:00 0.08 ---- 0.51 1.54 0.06 0.05
 16.01.13 05:00 0.10 ---- 0.53 1.62 0.15 0.09
 -------- 06:00 0.09 ---- 0.54 1.62 0.12 0.10
 -------- 07:00 0.09 ---- 0.53 1.62 0.09 0.09
 -------- 08:00 0.11 ---- 0.51 1.58 0.10 0.07
 -------- 09:00 0.12 ---- 0.47 1.59 0.07 0.05
 16.01.13 10:00 0.11 ---- 0.45 1.65 0.07 0.07
 -------- 11:00 0.13 ---- 0.44 1.60 0.11 0.06
 -------- 12:00 0.13 ---- 0.42 1.63 0.12 0.08
 -------- 13:00 0.13 ---- 0.40 1.61 0.12 0.08
 -------- 14:00 0.13 ---- 0.41 1.62 0.13 0.08
 16.01.13 15:00 0.13 ---- 0.41 1.62 0.12 0.09
 -------- 16:00 0.12 ---- 0.43 1.63 0.15 0.10
 -------- 17:00 0.18 ---- 0.55 1.82 0.31 0.13
 -------- 18:00 0.17 ---- 0.54 1.81 0.29 0.14
 -------- 19:00 0.15 ---- 0.48 1.70 0.17 0.11
 16.01.13 20:00 0.12 ---- 0.46 1.75 0.11 0.10
 -------- 21:00 0.10 ---- 0.42 1.62 0.05 0.09
 -------- 22:00 0.09 ---- 0.39 1.59 0.05 0.09
 -------- 23:00 0.07 ---- 0.32 1.56 0.02 0.07
 -------- 00:00 0.06 ---- 0.19 1.50 0.01 0.06
 17.01.13 01:00 0.06 ---- 0.15 1.49 0.01 0.06
 -------- 02:00 0.05 ---- 0.15 1.49 0.01 0.05
 -------- 03:00 0.06 ---- 0.14 1.50 0.01 0.06
 -------- 04:00 0.06 ---- 0.13 1.49 0.02 0.06
 -------- 05:00 0.06 ---- 0.12 1.50 0.01 0.06
 17.01.13 06:00 0.06 ---- 0.10 1.50 0.01 0.07
 -------- 07:00 0.06 ---- 0.13 1.51 0.01 0.07
 -------- 08:00 0.11 ---- 0.18 1.51 0.02 0.08
 -------- 09:00 0.07 ---- 0.20 1.51 0.02 0.06
 -------- 10:00 0.07 ---- 0.16 1.49 0.02 0.06
 17.01.13 11:00 0.06 ---- 0.16 1.49 0.02 0.06
 -------- 12:00 0.06 ---- 0.17 1.49 0.03 0.05
 -------- 13:00 0.07 ---- 0.15 1.49 0.02 0.04
 -------- 14:00 0.06 ---- 0.16 1.48 0.03 0.04
 -------- 15:00 0.06 ---- 0.14 1.48 0.03 0.05
 17.01.13 16:00 0.05 ---- 0.12 1.48 0.02 0.06
 -------- 17:00 0.06 ---- 0.11 1.48 0.02 0.09
 -------- 18:00 0.06 ---- 0.11 1.47 0.01 0.12
 -------- 19:00 0.06 ---- 0.11 1.48 0.02 0.09
 -------- 20:00 0.06 ---- 0.11 1.48 0.02 0.09
 17.01.13 21:00 0.06 ---- 0.10 1.48 0.01 0.08
 -------- 22:00 0.05 ---- 0.10 1.48 0.01 0.09
 -------- 23:00 0.05 ---- 0.11 1.49 0.01 0.08
