 Date Time CO OZ NO2 CHX NO PM10
 10.02.13 12:00 0.06 ---- 0.26 1.53 0.03 0.04
 -------- 13:00 0.07 ---- 0.27 1.54 0.04 0.04
 -------- 14:00 0.08 ---- 0.24 1.56 0.04 0.04
 -------- 15:00 0.07 ---- 0.21 1.54 0.04 0.04
 -------- 16:00 0.06 ---- 0.18 1.55 0.03 0.04
 10.02.13 17:00 0.06 ---- 0.19 1.54 0.03 0.04
 -------- 18:00 0.06 ---- 0.18 1.54 0.03 0.04
 -------- 19:00 0.06 ---- 0.15 1.51 0.02 0.04
 -------- 20:00 0.06 ---- 0.13 1.51 0.02 0.03
 -------- 21:00 0.06 ---- 0.13 1.51 0.02 0.03
 10.02.13 22:00 0.06 ---- 0.14 1.51 0.02 0.03
 -------- 23:00 0.05 ---- 0.09 1.51 0.02 0.03
 -------- 00:00 0.04 ---- 0.06 1.50 0.02 0.03
 -------- 01:00 0.04 ---- 0.06 1.50 0.02 0.04
 -------- 02:00 0.04 ---- 0.05 1.50 0.01 0.03
 11.02.13 03:00 0.05 ---- 0.05 1.50 0.02 0.03
 -------- 04:00 0.06 ---- 0.06 1.50 0.01 0.03
 -------- 05:00 0.06 ---- 0.11 1.52 0.02 0.04
 -------- 06:00 0.06 ---- 0.12 1.53 0.02 0.04
 -------- 07:00 0.07 ---- 0.19 1.54 0.02 0.04
 11.02.13 08:00 0.11 ---- 0.23 1.56 0.03 0.05
 -------- 09:00 0.10 ---- 0.25 1.55 0.04 0.05
 -------- 10:00 0.10 ---- 0.25 1.56 0.04 0.05
 -------- 11:00 0.10 ---- 0.27 1.57 0.06 0.06
 -------- 12:00 0.06 ---- 0.16 1.51 0.03 0.04
 11.02.13 13:00 0.09 ---- 0.14 1.51 0.03 0.04
 -------- 14:00 0.07 ---- 0.12 1.51 0.02 0.04
 -------- 15:00 0.10 ---- 0.30 1.55 0.07 0.06
 -------- 16:00 0.09 ---- 0.28 1.54 0.04 0.06
 -------- 17:00 0.09 ---- 0.31 1.55 0.04 0.06
 11.02.13 18:00 0.10 ---- 0.35 1.57 0.04 0.10
 -------- 19:00 0.12 ---- 0.37 1.61 0.10 0.11
 -------- 20:00 0.14 ---- 0.39 1.70 0.18 0.12
 -------- 21:00 0.15 ---- 0.41 1.74 0.24 0.15
 -------- 22:00 0.14 ---- 0.40 1.70 0.25 0.18
 11.02.13 23:00 0.11 ---- 0.33 1.64 0.15 0.13
 -------- 00:00 0.12 ---- 0.30 1.68 0.11 0.08
 -------- 01:00 0.10 ---- 0.34 1.64 0.09 0.09
 -------- 02:00 0.08 ---- 0.34 1.56 0.02 0.07
 -------- 03:00 0.07 ---- 0.32 1.53 0.02 0.05
 12.02.13 04:00 0.06 ---- 0.25 1.53 0.02 0.04
 -------- 05:00 0.06 ---- 0.23 1.50 0.02 0.06
 -------- 06:00 0.06 ---- 0.25 1.54 0.02 0.04
 -------- 07:00 0.07 ---- 0.18 1.53 0.02 0.04
 -------- 08:00 0.08 ---- 0.18 1.55 0.02 0.03
 12.02.13 09:00 0.08 ---- 0.19 1.52 0.02 0.03
 -------- 10:00 0.07 ---- 0.15 1.50 0.02 0.04
 -------- 11:00 0.06 ---- 0.14 1.51 0.03 0.04
