 Date Time CO NO2 CHX NO PM10
 15.10.12 00:00 0.08 0.21 1.50 0.02 0.08
 -------- 01:00 0.07 0.20 1.51 0.02 0.08
 -------- 02:00 0.06 0.19 1.52 0.02 0.07
 -------- 03:00 0.06 0.19 1.53 0.02 0.07
 -------- 04:00 0.06 0.18 1.53 0.02 0.07
 15.10.12 05:00 0.06 0.16 1.52 0.02 0.06
 -------- 06:00 0.06 0.16 1.51 0.02 0.06
 -------- 07:00 0.13 0.22 1.59 0.03 0.07
 -------- 08:00 0.09 0.29 1.60 0.06 0.06
 -------- 09:00 0.15 0.33 1.72 0.17 0.08
 15.10.12 10:00 0.19 0.39 1.89 0.38 0.14
 -------- 11:00 0.17 0.41 1.72 0.27 0.12
 -------- 12:00 0.34 0.46 1.75 0.27 0.17
 -------- 13:00 0.13 0.41 1.60 0.14 0.12
 -------- 14:00 0.07 0.29 1.49 0.05 0.08
 15.10.12 15:00 0.06 0.28 1.47 0.04 0.09
 -------- 16:00 0.05 0.22 1.47 0.03 0.09
 -------- 17:00 0.07 0.30 1.49 0.04 0.10
 -------- 18:00 0.06 0.25 1.46 0.02 0.09
 -------- 19:00 0.07 0.35 1.47 0.03 0.11
 15.10.12 20:00 0.07 0.24 1.46 0.02 0.08
 -------- 21:00 0.07 0.31 1.46 0.02 0.08
 -------- 22:00 0.06 0.35 1.45 0.02 0.10
 -------- 23:00 0.06 0.33 1.44 0.02 0.08
 -------- 00:00 0.05 0.26 1.44 0.02 0.07
 16.10.12 01:00 0.04 0.20 1.44 0.02 0.07
 -------- 02:00 0.04 0.12 1.41 0.02 0.07
 -------- 03:00 0.04 0.07 1.42 0.02 0.04
 -------- 04:00 0.04 0.06 1.43 0.02 0.03
 -------- 05:00 0.04 0.08 1.44 0.02 0.03
 16.10.12 06:00 0.04 0.09 1.46 0.02 0.03
 -------- 07:00 0.05 0.14 1.49 0.02 0.06
 -------- 08:00 0.10 0.24 1.51 0.05 0.05
 -------- 09:00 0.10 0.27 1.61 0.06 0.08
 -------- 10:00 0.09 0.26 1.52 0.06 0.08
 16.10.12 11:00 0.09 0.25 1.51 0.06 0.09
 -------- 12:00 0.08 0.24 1.53 0.06 0.11
 -------- 13:00 0.09 0.25 1.54 0.07 0.12
 -------- 14:00 0.09 0.24 1.53 0.06 0.13
 -------- 15:00 0.10 0.24 1.52 0.07 0.12
 16.10.12 16:00 0.09 0.25 1.52 0.07 0.13
 -------- 17:00 0.09 0.26 1.51 0.07 0.14
 -------- 18:00 0.10 0.30 1.54 0.08 0.13
 -------- 19:00 0.09 0.30 1.51 0.04 0.12
 -------- 20:00 0.10 0.31 1.54 0.07 0.12
 16.10.12 21:00 0.11 0.30 1.54 0.07 0.13
 -------- 22:00 0.10 0.28 1.53 0.06 0.12
 -------- 23:00 0.10 0.27 1.53 0.07 0.10
 -------- 00:00 0.12 0.27 1.54 0.10 0.11
