 Date Time CO OZ NO2 CHX NO PM10
 20.01.13 12:00 0.30 ---- 0.57 2.27 0.57 0.14
 -------- 13:00 0.29 ---- 0.61 2.25 0.58 0.18
 -------- 14:00 0.28 ---- 0.62 2.27 0.58 0.19
 -------- 15:00 0.28 ---- 0.64 2.28 0.57 0.19
 -------- 16:00 0.28 ---- 0.66 2.27 0.55 0.22
 20.01.13 17:00 0.25 ---- 0.60 2.17 0.45 0.17
 -------- 18:00 0.23 ---- 0.56 2.07 0.36 0.14
 -------- 19:00 0.21 ---- 0.54 1.99 0.32 0.14
 -------- 20:00 0.18 ---- 0.52 1.98 0.27 0.12
 -------- 21:00 0.17 ---- 0.51 1.96 0.23 0.12
 20.01.13 22:00 0.16 ---- 0.49 1.84 0.20 0.14
 -------- 23:00 0.14 ---- 0.45 1.79 0.16 0.09
 -------- 00:00 0.11 ---- 0.40 1.72 0.09 0.06
 -------- 01:00 0.10 ---- 0.38 1.68 0.05 0.06
 -------- 02:00 0.10 ---- 0.38 1.68 0.04 0.06
 21.01.13 03:00 0.08 ---- 0.36 1.67 0.02 0.06
 -------- 04:00 0.08 ---- 0.34 1.66 0.02 0.05
 -------- 05:00 0.09 ---- 0.37 1.68 0.05 0.05
 -------- 06:00 0.10 ---- 0.38 1.71 0.07 0.06
 -------- 07:00 0.11 ---- 0.36 1.93 0.07 0.07
 21.01.13 08:00 0.13 ---- 0.30 1.70 0.05 0.05
 -------- 09:00 0.12 ---- 0.26 1.73 0.03 0.05
 -------- 10:00 0.09 ---- 0.23 2.09 0.03 0.05
 -------- 11:00 0.10 ---- 0.19 1.82 0.05 0.05
 -------- 12:00 0.09 ---- 0.14 1.61 0.04 0.05
 21.01.13 13:00 0.07 ---- 0.11 1.56 0.03 0.05
 -------- 14:00 0.06 ---- 0.13 1.57 0.03 0.07
 -------- 15:00 0.06 ---- 0.11 1.87 0.03 0.05
 -------- 16:00 0.07 ---- 0.14 2.08 0.03 0.04
 -------- 17:00 0.09 ---- 0.18 1.59 0.02 0.05
 21.01.13 18:00 0.11 ---- 0.19 1.54 0.02 0.07
 -------- 19:00 0.10 ---- 0.15 1.51 0.02 0.10
 -------- 20:00 0.11 ---- 0.17 1.51 0.02 0.11
 -------- 21:00 0.12 ---- 0.17 1.52 0.02 0.06
 -------- 22:00 0.08 ---- 0.16 1.51 0.01 0.05
 21.01.13 23:00 0.09 ---- 0.17 1.50 0.01 0.03
 -------- 00:00 0.07 ---- 0.18 1.50 0.02 0.04
 -------- 01:00 0.06 ---- 0.11 1.47 0.01 0.02
 -------- 02:00 0.06 ---- 0.06 1.45 0.01 0.03
 -------- 03:00 0.04 ---- 0.08 1.45 0.01 0.02
 22.01.13 04:00 0.04 ---- 0.10 1.46 0.01 0.03
 -------- 05:00 0.04 ---- 0.09 1.48 0.01 0.02
 -------- 06:00 0.04 ---- 0.09 1.54 0.02 0.03
 -------- 07:00 0.06 ---- 0.08 1.55 0.01 0.02
 -------- 08:00 0.15 ---- 0.18 1.60 0.02 0.04
 22.01.13 09:00 0.15 ---- 0.25 1.68 0.03 0.05
 -------- 10:00 0.08 ---- 0.21 1.55 0.03 0.04
 -------- 11:00 0.35 ---- 0.22 1.86 0.05 0.05
