 Date Time CO OZ NO2 CHX NO PM10
 14.03.13 12:00 0.19 ---- 0.72 1.96 0.27 0.15
 -------- 13:00 0.16 ---- 0.67 1.79 0.21 0.13
 -------- 14:00 0.12 ---- 0.60 1.71 0.14 0.10
 -------- 15:00 0.13 ---- 0.60 1.71 0.13 0.12
 -------- 16:00 0.29 ---- 0.52 1.78 0.08 0.10
 14.03.13 17:00 0.12 ---- 0.58 1.67 0.07 0.10
 -------- 18:00 0.16 ---- 0.71 1.74 0.13 0.12
 -------- 19:00 0.16 ---- 0.77 1.76 0.16 0.14
 -------- 20:00 0.15 ---- 0.66 1.70 0.11 0.11
 -------- 21:00 0.16 ---- 0.45 1.77 0.03 0.07
 14.03.13 22:00 0.08 ---- 0.36 1.58 0.02 0.06
 -------- 23:00 0.07 ---- 0.31 1.58 0.02 0.07
 -------- 00:00 0.06 ---- 0.23 1.55 0.01 0.06
 -------- 01:00 0.06 ---- 0.24 1.56 0.02 0.07
 -------- 02:00 0.06 ---- 0.26 1.58 0.02 0.07
 15.03.13 03:00 0.06 ---- 0.24 1.57 0.02 0.07
 -------- 04:00 0.06 ---- 0.27 1.58 0.02 0.08
 -------- 05:00 0.06 ---- 0.29 1.59 0.02 0.08
 -------- 06:00 0.07 ---- 0.30 1.62 0.02 0.08
 -------- 07:00 0.11 ---- 0.51 1.66 0.06 0.10
 15.03.13 08:00 0.16 ---- 0.56 1.81 0.17 0.10
 -------- 09:00 0.15 ---- 0.50 1.79 0.14 0.10
 -------- 10:00 0.11 ---- 0.36 1.93 0.07 0.08
 -------- 11:00 0.09 ---- 0.24 1.87 0.04 0.07
 -------- 12:00 0.08 ---- 0.19 1.71 0.03 0.07
 15.03.13 13:00 0.08 ---- 0.18 1.62 0.03 0.08
 -------- 14:00 0.08 ---- 0.17 1.66 0.02 0.07
 -------- 15:00 0.08 ---- 0.17 1.77 0.02 0.07
 -------- 16:00 0.07 ---- 0.20 1.58 0.03 0.07
 -------- 17:00 0.06 ---- 0.22 1.54 0.02 0.05
 15.03.13 18:00 0.07 ---- 0.22 1.53 0.02 0.05
 -------- 19:00 0.07 ---- 0.18 1.53 0.02 0.06
 -------- 20:00 0.08 ---- 0.20 1.53 0.02 0.04
 -------- 21:00 0.07 ---- 0.16 1.53 0.02 0.05
 -------- 22:00 0.06 ---- 0.17 1.52 0.02 0.04
 15.03.13 23:00 0.07 ---- 0.20 1.53 0.02 0.04
 -------- 00:00 0.06 ---- 0.23 1.52 0.02 0.04
 -------- 01:00 0.06 ---- 0.25 1.53 0.02 0.05
 -------- 02:00 0.07 ---- 0.29 1.54 0.02 0.05
 -------- 03:00 0.08 ---- 0.28 1.71 0.02 0.06
 16.03.13 04:00 0.06 ---- 0.29 1.98 0.02 0.06
 -------- 05:00 0.07 ---- 0.34 2.08 0.02 0.07
 -------- 06:00 0.08 ---- 0.32 2.00 0.02 0.07
 -------- 07:00 0.07 ---- 0.30 2.06 0.02 0.06
 -------- 08:00 0.09 ---- 0.29 2.03 0.03 0.06
 16.03.13 09:00 0.13 ---- 0.31 1.96 0.04 0.06
 -------- 10:00 0.20 ---- 0.36 1.88 0.10 0.07
 -------- 11:00 0.21 ---- 0.43 1.86 0.23 0.10
