 Date Time CO NO2 CHX NO PM10
 09.11.12 00:00 0.04 0.06 1.43 0.02 0.03
 -------- 01:00 0.04 0.10 1.41 0.02 0.04
 -------- 02:00 0.04 0.07 1.40 0.02 0.03
 -------- 03:00 0.04 0.04 1.40 0.02 0.03
 -------- 04:00 0.04 0.02 1.42 0.01 0.03
 09.11.12 05:00 0.04 0.02 1.40 0.01 0.02
 -------- 06:00 0.04 0.07 1.41 0.01 0.03
 -------- 07:00 0.05 0.16 1.44 0.02 0.04
 -------- 08:00 0.08 0.21 1.50 0.06 0.04
 -------- 09:00 0.13 0.25 1.55 0.11 0.04
 09.11.12 10:00 0.13 0.25 1.57 0.13 0.04
 -------- 11:00 0.10 0.25 1.56 0.12 0.04
 -------- 12:00 0.11 0.22 1.52 0.08 0.04
 -------- 13:00 0.06 0.15 1.48 0.04 0.03
 -------- 14:00 0.04 0.17 1.48 0.05 0.04
 09.11.12 15:00 0.05 0.17 1.45 0.04 0.03
 -------- 16:00 0.05 0.15 1.45 0.04 0.02
 -------- 17:00 0.07 0.12 1.47 0.03 0.02
 -------- 18:00 0.05 0.07 1.42 0.02 0.02
 -------- 19:00 0.04 0.08 1.42 0.02 0.01
 09.11.12 20:00 0.04 0.09 1.42 0.02 0.02
 -------- 21:00 0.04 0.07 1.42 0.02 0.01
 -------- 22:00 0.04 0.09 1.42 0.02 0.02
 -------- 23:00 0.04 0.05 1.39 0.02 0.02
 -------- 00:00 0.04 0.06 1.40 0.02 0.02
 10.11.12 01:00 0.04 0.08 1.41 0.02 0.02
 -------- 02:00 0.04 0.06 1.39 0.02 0.03
 -------- 03:00 0.04 0.05 1.40 0.02 0.03
 -------- 04:00 0.04 0.04 1.45 0.02 0.03
 -------- 05:00 0.04 0.03 1.46 0.02 0.02
 10.11.12 06:00 0.04 0.04 1.47 0.02 0.03
 -------- 07:00 0.04 0.03 1.49 0.02 0.02
 -------- 08:00 0.04 0.05 1.56 0.02 0.02
 -------- 09:00 0.05 0.06 1.41 0.02 0.03
 -------- 10:00 0.04 0.06 1.41 0.02 0.03
 10.11.12 11:00 0.05 0.10 1.41 0.02 0.04
 -------- 12:00 0.05 0.10 1.41 0.02 0.04
 -------- 13:00 0.04 0.09 1.41 0.02 0.04
 -------- 14:00 0.06 0.06 1.40 0.02 0.02
 -------- 15:00 0.03 0.04 1.40 0.02 0.03
 10.11.12 16:00 0.04 0.05 1.40 0.02 0.03
 -------- 17:00 0.05 0.10 1.43 0.02 0.04
 -------- 18:00 0.07 0.14 1.47 0.02 0.06
 -------- 19:00 0.11 0.22 1.54 0.05 0.09
 -------- 20:00 0.13 0.21 1.61 0.05 0.10
 10.11.12 21:00 0.15 0.25 1.63 0.10 0.11
 -------- 22:00 0.12 0.23 1.63 0.05 0.08
 -------- 23:00 0.10 0.23 1.57 0.05 0.08
 -------- 00:00 0.10 0.21 1.56 0.04 0.07
