 Date Time CO NO2 CHX NO PM10
 05.10.12 00:00 0.02 0.01 1.40 0.02 0.02
 -------- 01:00 0.02 0.02 1.44 0.02 0.02
 -------- 02:00 0.03 0.07 1.40 0.02 0.03
 -------- 03:00 0.03 0.06 1.42 0.02 0.03
 -------- 04:00 0.02 0.06 1.45 0.02 0.04
 05.10.12 05:00 0.02 0.06 1.52 0.02 0.04
 -------- 06:00 0.04 0.09 1.47 0.02 0.04
 -------- 07:00 0.09 0.20 1.47 0.03 0.05
 -------- 08:00 0.09 0.23 1.51 0.05 0.07
 -------- 09:00 0.12 0.29 1.58 0.12 0.10
 05.10.12 10:00 0.17 0.36 1.67 0.26 0.13
 -------- 11:00 0.21 0.44 1.74 0.34 0.13
 -------- 12:00 0.18 0.44 1.66 0.26 0.11
 -------- 13:00 0.18 0.43 1.65 0.19 0.13
 -------- 14:00 0.15 0.39 1.65 0.21 0.17
 05.10.12 15:00 0.18 0.40 1.69 0.25 0.16
 -------- 16:00 0.18 0.40 1.70 0.21 0.18
 -------- 17:00 0.13 0.39 1.60 0.08 0.16
 -------- 18:00 0.09 0.31 1.52 0.03 0.14
 -------- 19:00 0.07 0.23 1.46 0.02 0.11
 05.10.12 20:00 0.08 0.23 1.46 0.03 0.10
 -------- 21:00 0.08 0.19 1.46 0.02 0.08
 -------- 22:00 0.06 0.16 1.44 0.02 0.07
 -------- 23:00 0.05 0.12 1.43 0.02 0.06
 -------- 00:00 0.04 0.11 1.44 0.01 0.06
 06.10.12 01:00 0.03 0.04 1.43 0.02 0.02
 -------- 02:00 0.03 0.02 1.44 0.02 0.03
 -------- 03:00 0.04 0.02 1.40 0.01 0.03
 -------- 04:00 0.03 0.02 1.41 0.02 0.02
 -------- 05:00 0.04 0.03 1.41 0.02 0.03
 06.10.12 06:00 0.04 0.03 1.40 0.02 0.02
 -------- 07:00 0.04 0.06 1.39 0.02 0.02
 -------- 08:00 0.04 0.07 1.41 0.02 0.03
 -------- 09:00 0.05 0.12 1.42 0.02 0.03
 -------- 10:00 0.07 0.14 1.46 0.03 0.05
 06.10.12 11:00 0.06 0.16 1.44 0.03 0.04
 -------- 12:00 0.07 0.12 1.42 0.02 0.02
 -------- 13:00 0.06 0.10 1.42 0.02 0.03
 -------- 14:00 0.05 0.08 1.41 0.02 0.03
 -------- 15:00 0.05 0.09 1.40 0.02 0.04
 06.10.12 16:00 0.05 0.07 1.40 0.02 0.04
 -------- 17:00 0.04 0.05 1.40 0.02 0.03
 -------- 18:00 0.04 0.03 1.39 0.02 0.03
 -------- 19:00 0.04 0.03 1.39 0.01 0.02
 -------- 20:00 0.04 0.02 1.39 0.01 0.02
 06.10.12 21:00 0.04 0.02 1.39 0.02 0.01
 -------- 22:00 0.03 0.01 1.40 0.01 0.02
 -------- 23:00 0.04 0.02 1.40 0.02 0.02
