 Date Time CO OZ NO2 CHX NO PM10
 04.02.13 00:00 0.06 ---- 0.11 1.44 0.01 0.03
 -------- 01:00 0.06 ---- 0.10 1.44 0.01 0.03
 -------- 02:00 0.06 ---- 0.10 1.44 0.01 0.03
 -------- 03:00 0.06 ---- 0.08 1.44 0.01 0.03
 -------- 04:00 0.06 ---- 0.12 1.45 0.02 0.02
 04.02.13 05:00 0.06 ---- 0.13 1.48 0.01 0.02
 -------- 06:00 0.06 ---- 0.15 1.51 0.02 0.02
 -------- 07:00 0.15 ---- 0.16 1.56 0.02 0.03
 -------- 08:00 0.15 ---- 0.19 1.61 0.05 0.03
 -------- 09:00 0.11 ---- 0.24 1.57 0.03 0.02
 04.02.13 10:00 0.09 ---- 0.28 1.64 0.05 0.03
 -------- 11:00 0.07 ---- 0.19 1.60 0.02 0.01
 -------- 12:00 0.06 ---- 0.14 1.61 0.02 0.01
 -------- 13:00 0.05 ---- 0.12 1.64 0.02 0.01
 -------- 14:00 0.09 ---- 0.10 1.69 0.02 0.03
 04.02.13 15:00 0.06 ---- 0.12 1.95 0.01 0.21
 -------- 16:00 0.05 ---- 0.14 1.55 0.02 0.11
 -------- 17:00 0.04 ---- 0.08 1.47 0.02 0.09
 -------- 18:00 0.03 ---- 0.09 1.46 0.02 0.06
 -------- 19:00 0.02 ---- 0.06 1.44 0.02 0.05
 04.02.13 20:00 0.02 ---- 0.03 1.42 0.01 0.05
 -------- 21:00 0.04 ---- 0.06 1.44 0.01 0.04
 -------- 22:00 0.06 ---- 0.07 1.49 0.02 0.04
 -------- 23:00 0.06 ---- 0.07 1.46 0.02 0.04
 -------- 00:00 0.05 ---- 0.05 1.45 0.01 0.05
 05.02.13 01:00 0.04 ---- 0.02 1.42 0.01 0.04
 -------- 02:00 0.04 ---- 0.01 1.41 0.01 0.04
 -------- 03:00 0.04 ---- 0.01 1.40 0.01 0.03
 -------- 04:00 0.04 ---- 0.01 1.40 0.01 0.02
 -------- 05:00 0.04 ---- 0.01 1.40 0.01 0.02
 05.02.13 06:00 0.07 ---- 0.03 1.46 0.02 0.03
 -------- 07:00 0.06 ---- 0.05 1.43 0.03 0.03
 -------- 08:00 0.04 ---- 0.04 1.43 0.02 0.02
 -------- 09:00 0.06 ---- 0.10 1.49 0.03 0.03
 -------- 10:00 0.07 ---- 0.13 1.47 0.02 0.03
 05.02.13 11:00 0.07 ---- 0.16 1.48 0.03 0.03
 -------- 12:00 0.06 ---- 0.17 1.51 0.03 0.03
 -------- 13:00 0.07 ---- 0.17 1.48 0.04 0.03
 -------- 14:00 0.09 ---- 0.16 1.48 0.04 0.04
 -------- 15:00 0.06 ---- 0.18 1.50 0.03 0.04
 05.02.13 16:00 0.07 ---- 0.27 1.53 0.04 0.05
 -------- 17:00 0.08 ---- 0.32 1.53 0.04 0.05
 -------- 18:00 0.10 ---- 0.40 1.55 0.04 0.06
