 Date Time CO NO2 CHX NO PM10
 27.09.12 00:00 0.10 0.12 1.63 0.05 0.09
 -------- 01:00 0.10 0.09 1.66 0.04 0.08
 -------- 02:00 0.10 0.06 1.67 0.05 0.08
 -------- 03:00 0.10 0.03 1.69 0.07 0.08
 -------- 04:00 0.10 0.02 1.74 0.13 0.09
 27.09.12 05:00 0.11 0.02 1.79 0.16 0.09
 -------- 06:00 0.15 0.02 1.81 0.18 0.09
 -------- 07:00 0.16 0.02 1.81 0.21 0.10
 -------- 08:00 0.27 0.06 2.09 0.37 0.13
 -------- 09:00 0.27 0.24 2.04 0.48 0.17
 27.09.12 10:00 0.23 0.36 1.93 0.48 0.19
 -------- 11:00 0.24 0.41 1.84 0.46 0.19
 -------- 12:00 0.16 0.41 1.66 0.21 0.14
 -------- 13:00 0.09 0.31 1.57 0.09 0.11
 -------- 14:00 0.06 0.28 1.53 0.06 0.14
 27.09.12 15:00 0.07 0.31 1.52 0.05 0.12
 -------- 16:00 0.09 0.36 1.52 0.08 0.13
 -------- 17:00 0.09 0.33 1.52 0.06 0.12
 -------- 18:00 0.12 0.40 1.57 0.09 0.16
 -------- 19:00 0.11 0.42 1.56 0.08 0.15
 27.09.12 20:00 0.10 0.41 1.53 0.03 0.13
 -------- 21:00 0.11 0.40 1.53 0.04 0.13
 -------- 22:00 0.09 0.33 1.52 0.02 0.11
 -------- 23:00 0.07 0.24 1.51 0.02 0.11
 -------- 00:00 0.06 0.21 1.49 0.02 0.09
 28.09.12 01:00 0.06 0.15 1.48 0.02 0.09
 -------- 02:00 0.06 0.12 1.49 0.02 0.10
 -------- 03:00 0.05 0.09 1.48 0.02 0.10
 -------- 04:00 0.05 0.06 1.44 0.02 0.11
 -------- 05:00 0.05 0.05 1.42 0.02 0.11
 28.09.12 06:00 0.05 0.07 1.43 0.02 0.11
 -------- 07:00 0.06 0.10 1.42 0.02 0.11
 -------- 08:00 0.07 0.17 1.43 0.02 0.11
 -------- 09:00 0.07 0.18 1.43 0.02 0.12
 -------- 10:00 0.06 0.15 1.42 0.02 0.12
 28.09.12 11:00 0.06 0.14 1.43 0.02 0.13
 -------- 12:00 0.07 0.12 1.44 0.02 0.15
 -------- 13:00 0.06 0.11 1.42 0.02 0.14
 -------- 14:00 0.06 0.12 1.42 0.02 0.14
 -------- 15:00 0.06 0.09 1.41 0.02 0.15
 28.09.12 16:00 0.07 0.12 1.42 0.02 0.14
 -------- 17:00 0.06 0.13 1.42 0.02 0.14
 -------- 18:00 0.09 0.23 1.44 0.01 0.14
 -------- 19:00 0.09 0.28 1.49 0.02 0.27
 -------- 20:00 0.08 0.25 1.45 0.01 0.17
 28.09.12 21:00 0.05 0.08 1.39 0.02 0.09
 -------- 22:00 0.05 0.03 1.38 0.01 0.02
 -------- 23:00 0.04 0.03 1.40 0.02 0.03
