 Date Time CO NO2 CHX NO PM10
 18.12.12 00:00 0.12 0.38 1.69 0.15 0.11
 -------- 01:00 0.11 0.36 1.71 0.15 0.10
 -------- 02:00 0.10 0.34 1.71 0.12 0.09
 -------- 03:00 0.09 0.33 1.70 0.10 0.09
 -------- 04:00 0.08 0.32 1.71 0.10 0.09
 18.12.12 05:00 0.09 0.32 1.76 0.12 0.09
 -------- 06:00 0.08 0.31 1.79 0.12 0.09
 -------- 07:00 0.10 0.31 1.81 0.14 0.12
 -------- 08:00 0.12 0.32 1.86 0.17 0.10
 -------- 09:00 0.13 0.33 1.88 0.25 0.11
 18.12.12 10:00 0.15 0.36 1.91 0.29 0.11
 -------- 11:00 0.15 0.36 1.90 0.31 0.12
 -------- 12:00 0.17 0.37 1.96 0.34 0.14
 -------- 13:00 0.19 0.38 1.94 0.37 0.17
 -------- 14:00 0.17 0.38 1.92 0.36 0.16
 18.12.12 15:00 0.18 0.38 1.93 0.36 0.17
 -------- 16:00 0.17 0.39 1.92 0.35 0.15
 -------- 17:00 0.15 0.37 1.82 0.28 ----
 -------- 18:00 0.14 0.36 1.82 0.20 0.18
 -------- 19:00 0.14 0.35 1.73 0.18 0.14
 18.12.12 20:00 0.14 0.35 1.69 0.17 0.10
 -------- 21:00 0.15 0.37 1.68 0.17 0.10
 -------- 22:00 0.13 0.37 1.73 0.21 0.11
 -------- 23:00 0.12 0.37 1.77 0.23 0.11
 -------- 00:00 0.11 0.36 1.73 0.15 0.09
 19.12.12 01:00 0.09 0.35 1.71 0.12 0.07
 -------- 02:00 0.10 0.36 1.71 0.12 0.07
 -------- 03:00 0.10 0.39 1.75 0.16 0.08
 -------- 04:00 0.08 0.38 1.67 0.14 0.08
 -------- 05:00 0.09 0.37 1.64 0.12 0.07
 19.12.12 06:00 0.09 0.35 1.62 0.11 0.06
 -------- 07:00 0.12 0.36 1.69 0.16 0.07
 -------- 08:00 0.13 0.38 1.77 0.26 0.09
 -------- 09:00 0.13 0.37 1.73 0.27 0.09
 -------- 10:00 0.14 0.36 1.82 0.20 0.09
 19.12.12 11:00 0.13 0.34 1.67 0.21 0.07
 -------- 12:00 0.12 0.35 1.69 0.24 0.10
 -------- 13:00 0.13 0.36 1.69 0.25 0.10
 -------- 14:00 0.12 0.39 1.68 0.28 0.10
 -------- 15:00 0.17 0.46 1.74 0.35 0.18
 19.12.12 16:00 0.20 0.51 1.83 0.45 0.19
 -------- 17:00 0.18 0.51 1.82 0.44 0.16
 -------- 18:00 0.17 0.48 1.76 0.38 0.14
 -------- 19:00 0.15 0.46 1.68 0.29 0.12
 -------- 20:00 0.15 0.46 1.70 0.28 0.12
 19.12.12 21:00 0.13 0.47 1.68 0.29 0.11
 -------- 22:00 0.11 0.47 1.65 0.25 0.09
 -------- 23:00 0.09 0.46 1.62 0.17 0.09
