 Date Time CO NO2 CHX NO PM10
 14.11.12 12:00 0.09 0.07 1.44 0.02 0.15
 -------- 13:00 0.03 0.04 1.39 0.01 0.08
 -------- 14:00 0.05 0.05 1.41 0.01 0.08
 -------- 15:00 0.05 0.04 1.42 0.01 0.10
 -------- 16:00 0.03 0.03 1.39 0.02 0.05
 14.11.12 17:00 0.07 0.04 1.42 0.02 0.06
 -------- 18:00 0.05 0.04 1.39 0.01 0.04
 -------- 19:00 0.04 0.03 1.38 0.01 0.02
 -------- 20:00 0.04 0.02 1.38 0.01 0.01
 -------- 21:00 0.04 0.03 1.39 0.02 0.02
 14.11.12 22:00 0.04 0.03 1.39 0.02 0.02
 -------- 23:00 0.04 0.02 1.38 0.01 0.01
 -------- 00:00 0.04 0.02 1.39 0.02 0.01
 -------- 01:00 0.04 0.03 1.39 0.02 0.01
 -------- 02:00 0.04 0.02 1.41 0.01 0.01
 15.11.12 03:00 0.03 0.02 1.40 0.02 0.01
 -------- 04:00 0.04 0.02 1.40 0.01 0.01
 -------- 05:00 0.04 0.02 1.40 0.01 0.01
 -------- 06:00 0.04 0.02 1.41 0.02 0.02
 -------- 07:00 0.04 0.03 1.41 0.02 0.02
 15.11.12 08:00 0.05 0.04 1.43 0.03 0.02
 -------- 09:00 0.07 0.05 1.42 0.02 0.02
 -------- 10:00 0.05 0.05 1.42 0.02 0.02
 -------- 11:00 0.04 0.06 1.43 0.02 0.03
 -------- 12:00 0.05 0.07 1.42 0.02 0.03
 15.11.12 13:00 0.05 0.06 1.42 0.02 0.03
 -------- 14:00 0.06 0.07 1.41 0.02 0.03
 -------- 15:00 0.05 0.09 1.42 0.03 0.03
 -------- 16:00 0.05 0.09 1.41 0.02 0.04
 -------- 17:00 0.05 0.10 1.41 0.03 0.04
 15.11.12 18:00 0.06 0.11 1.41 0.03 0.04
 -------- 19:00 0.04 0.10 1.41 0.02 0.04
 -------- 20:00 0.04 0.08 1.41 0.02 0.03
 -------- 21:00 0.04 0.05 1.41 0.02 0.02
 -------- 22:00 0.04 0.02 1.41 0.02 0.01
 15.11.12 23:00 0.03 0.02 1.42 0.01 0.01
 -------- 00:00 0.02 0.02 1.41 0.01 0.01
 -------- 01:00 0.02 0.01 1.41 0.02 0.01
 -------- 02:00 0.02 0.02 1.40 0.01 0.01
 -------- 03:00 0.02 0.01 1.41 0.01 0.01
 16.11.12 04:00 0.02 0.01 1.39 0.01 0.01
 -------- 05:00 0.02 0.01 1.41 0.02 0.02
 -------- 06:00 0.02 0.01 1.41 0.01 0.01
 -------- 07:00 0.03 0.01 1.40 0.01 0.02
 -------- 08:00 0.02 0.02 1.40 0.01 0.02
 16.11.12 09:00 0.03 0.04 1.39 0.02 0.02
 -------- 10:00 0.04 0.04 1.40 0.02 0.02
 -------- 11:00 0.04 0.04 1.41 0.02 0.04
