 Date Time CO OZ NO2 CHX NO PM10
 06.03.13 12:00 0.08 ---- 0.25 1.56 0.05 0.08
 -------- 13:00 0.08 ---- 0.20 1.55 0.04 0.07
 -------- 14:00 0.08 ---- 0.19 1.54 0.04 0.07
 -------- 15:00 0.08 ---- 0.19 1.53 0.03 0.07
 -------- 16:00 0.07 ---- 0.18 1.51 0.03 0.07
 06.03.13 17:00 0.08 ---- 0.20 1.49 0.03 0.07
 -------- 18:00 0.08 ---- 0.19 1.49 0.02 0.05
 -------- 19:00 0.08 ---- 0.16 1.48 0.02 0.05
 -------- 20:00 0.08 ---- 0.16 1.50 0.01 0.05
 -------- 21:00 0.09 ---- 0.13 1.49 0.02 0.05
 06.03.13 22:00 0.06 ---- 0.10 1.45 0.01 0.06
 -------- 23:00 0.05 ---- 0.07 1.43 0.02 0.07
 -------- 00:00 0.04 ---- 0.07 1.44 0.02 0.07
 -------- 01:00 0.04 ---- 0.08 1.45 0.02 0.08
 -------- 02:00 0.04 ---- 0.07 1.41 0.01 0.08
 07.03.13 03:00 0.04 ---- 0.11 1.42 0.02 0.09
 -------- 04:00 0.04 ---- 0.15 1.42 0.02 0.09
 -------- 05:00 0.05 ---- 0.18 1.42 0.02 0.09
 -------- 06:00 0.06 ---- 0.12 1.44 0.02 0.10
 -------- 07:00 0.07 ---- 0.06 1.45 0.01 0.09
 07.03.13 08:00 0.07 ---- 0.08 1.45 0.02 0.07
 -------- 09:00 0.06 ---- 0.07 1.42 0.02 0.05
 -------- 10:00 0.04 ---- 0.05 1.38 0.02 0.04
 -------- 11:00 0.04 ---- 0.04 1.39 0.02 0.03
 -------- 12:00 0.04 ---- 0.02 1.39 0.02 0.02
 07.03.13 13:00 0.04 ---- 0.02 1.38 0.02 0.02
 -------- 14:00 0.04 ---- 0.02 1.39 0.02 0.03
 -------- 15:00 0.04 ---- 0.02 1.39 0.02 0.06
 -------- 16:00 0.07 ---- 0.03 1.41 0.02 0.03
 -------- 17:00 0.04 ---- 0.02 1.40 0.02 0.02
 07.03.13 18:00 0.07 ---- 0.03 1.44 0.02 0.02
 -------- 19:00 0.04 ---- 0.04 1.41 0.02 0.01
 -------- 20:00 0.09 ---- 0.05 1.48 0.02 0.01
 -------- 21:00 0.04 ---- 0.06 1.50 0.02 0.02
 -------- 22:00 0.04 ---- 0.06 1.45 0.02 0.02
 07.03.13 23:00 0.04 ---- 0.04 1.44 0.02 0.02
 -------- 00:00 0.04 ---- 0.03 1.45 0.02 0.02
 -------- 01:00 0.04 ---- 0.03 1.44 0.02 0.02
 -------- 02:00 0.04 ---- 0.02 1.44 0.02 0.02
 -------- 03:00 0.04 ---- 0.04 1.43 0.01 0.02
 08.03.13 04:00 0.04 ---- 0.04 1.46 0.01 0.02
 -------- 05:00 0.04 ---- 0.02 1.47 0.02 0.03
 -------- 06:00 0.03 ---- 0.02 1.43 0.02 0.03
 -------- 07:00 0.02 ---- 0.03 1.44 0.01 0.03
 -------- 08:00 0.03 ---- 0.02 1.45 0.01 0.02
 08.03.13 09:00 0.04 ---- 0.02 1.46 0.02 0.03
 -------- 10:00 0.04 ---- 0.03 1.46 0.02 0.05
 -------- 11:00 0.04 ---- 0.02 1.46 0.02 0.04
