 Date Time CO OZ NO2 CHX NO PM10
 21.09.12 12:00 0.07 ---- 0.15 1.47 0.03 0.09
 -------- 13:00 0.07 ---- 0.16 1.48 0.03 0.17
 -------- 14:00 0.07 ---- 0.14 1.46 0.02 0.12
 -------- 15:00 0.04 ---- 0.10 1.42 0.02 0.07
 -------- 16:00 0.06 ---- 0.10 1.44 0.02 0.14
 21.09.12 17:00 0.04 ---- 0.06 1.41 0.02 0.11
 -------- 18:00 0.04 ---- 0.07 1.49 0.02 0.10
 -------- 19:00 0.04 ---- 0.11 1.44 0.02 0.20
 -------- 20:00 0.04 ---- 0.05 1.37 0.02 0.05
 -------- 21:00 0.05 ---- 0.05 1.38 0.02 0.09
 21.09.12 22:00 0.04 ---- 0.05 1.37 0.02 0.26
 -------- 23:00 0.04 ---- 0.04 1.38 0.01 0.12
 -------- 00:00 0.04 ---- 0.05 1.39 0.01 0.17
 -------- 01:00 0.04 ---- 0.05 1.39 0.01 0.12
 -------- 02:00 0.04 ---- 0.05 1.40 0.01 0.07
 22.09.12 03:00 0.04 ---- 0.04 1.55 0.01 0.12
 -------- 04:00 0.04 ---- 0.05 1.53 0.02 0.09
 -------- 05:00 0.04 ---- 0.04 1.39 0.01 0.05
 -------- 06:00 0.04 ---- 0.04 1.39 0.01 0.11
 -------- 07:00 0.04 ---- 0.04 1.38 0.01 0.08
 22.09.12 08:00 0.05 ---- 0.05 1.38 0.01 0.16
 -------- 09:00 0.05 ---- 0.05 1.38 0.02 0.11
 -------- 10:00 0.06 ---- 0.06 1.39 0.02 0.13
 -------- 11:00 0.06 ---- 0.07 1.40 0.02 0.09
 -------- 12:00 0.06 ---- 0.08 1.40 0.02 0.14
 22.09.12 13:00 0.06 ---- 0.08 1.40 0.03 0.16
 -------- 14:00 0.06 ---- 0.06 1.41 0.02 0.12
 -------- 15:00 0.06 ---- 0.07 1.42 0.02 0.16
 -------- 16:00 0.06 ---- 0.08 1.42 0.02 0.16
 -------- 17:00 0.06 ---- 0.10 1.42 0.02 0.15
 22.09.12 18:00 0.07 ---- 0.12 1.47 0.01 0.18
 -------- 19:00 0.07 ---- 0.12 1.48 0.02 0.09
 -------- 20:00 0.08 ---- 0.13 1.43 0.02 0.14
 -------- 21:00 0.08 ---- 0.16 1.45 0.02 0.27
 -------- 22:00 0.11 ---- 0.29 1.55 0.03 0.18
 22.09.12 23:00 0.14 ---- 0.40 1.66 0.07 0.19
 -------- 00:00 0.14 ---- 0.37 1.71 0.07 0.24
 -------- 01:00 0.14 ---- 0.37 1.71 0.08 0.21
 -------- 02:00 0.13 ---- 0.32 1.73 0.07 0.19
 -------- 03:00 0.12 ---- 0.30 1.72 0.07 0.19
 23.09.12 04:00 0.11 ---- 0.32 1.78 0.07 0.23
 -------- 05:00 0.09 ---- 0.32 1.72 0.04 0.18
 -------- 06:00 0.07 ---- 0.20 1.57 0.02 0.14
 -------- 07:00 0.06 ---- 0.22 1.53 0.02 0.15
 -------- 08:00 0.09 ---- 0.30 1.64 0.04 0.19
 23.09.12 09:00 0.09 ---- 0.30 1.62 0.06 0.12
 -------- 10:00 0.09 ---- 0.29 1.59 0.06 0.14
 -------- 11:00 0.10 ---- 0.30 1.58 0.07 0.20
