 Date Time CO OZ NO2 CHX NO PM10
 30.12.12 00:00 0.04 ---- 0.02 1.44 0.01 0.03
 -------- 01:00 0.04 ---- 0.02 1.45 0.01 0.03
 -------- 02:00 0.04 ---- 0.02 1.44 0.01 0.02
 -------- 03:00 0.16 ---- 0.02 1.50 0.02 0.04
 -------- 04:00 0.04 ---- 0.02 1.45 0.02 0.02
 30.12.12 05:00 0.04 ---- 0.02 1.44 0.01 0.02
 -------- 06:00 0.04 ---- 0.02 1.44 0.02 0.02
 -------- 07:00 0.05 ---- 0.02 1.44 0.02 0.03
 -------- 08:00 0.05 ---- 0.03 1.45 0.02 0.02
 -------- 09:00 0.05 ---- 0.03 1.45 0.02 0.02
 30.12.12 10:00 0.04 ---- 0.02 1.44 0.02 0.02
 -------- 11:00 0.04 ---- 0.03 1.49 0.02 0.02
 -------- 12:00 0.04 ---- 0.04 1.45 0.02 0.02
 -------- 13:00 0.04 ---- 0.03 1.44 0.02 0.02
 -------- 14:00 0.05 ---- 0.04 1.44 0.02 0.02
 30.12.12 15:00 0.06 ---- 0.03 1.50 0.02 0.02
 -------- 16:00 0.06 ---- 0.04 1.48 0.02 0.02
 -------- 17:00 0.06 ---- 0.04 1.51 0.02 0.02
 -------- 18:00 0.06 ---- 0.03 1.45 0.02 0.03
 -------- 19:00 0.06 ---- 0.04 1.44 0.01 0.02
 30.12.12 20:00 0.07 ---- 0.04 1.45 0.01 0.02
 -------- 21:00 0.06 ---- 0.15 1.47 0.01 0.03
 -------- 22:00 0.07 ---- 0.26 1.50 0.02 0.04
 -------- 23:00 0.09 ---- 0.33 1.52 0.05 0.04
 -------- 00:00 0.07 ---- 0.19 1.51 0.02 0.04
 31.12.12 01:00 0.07 ---- 0.15 1.49 0.01 0.03
 -------- 02:00 0.07 ---- 0.18 1.50 0.02 0.05
 -------- 03:00 0.08 ---- 0.25 1.52 0.02 0.04
 -------- 04:00 0.11 ---- 0.36 1.58 0.12 0.04
 -------- 05:00 0.11 ---- 0.38 1.58 0.15 0.04
 31.12.12 06:00 0.10 ---- 0.37 1.59 0.13 0.04
 -------- 07:00 0.08 ---- 0.34 1.59 0.05 0.03
 -------- 08:00 0.09 ---- 0.33 1.60 0.06 0.04
 -------- 09:00 0.10 ---- 0.32 1.58 0.07 0.04
 -------- 10:00 0.07 ---- 0.29 1.54 0.04 0.04
 31.12.12 11:00 0.06 ---- 0.25 1.54 0.04 0.04
 -------- 12:00 0.07 ---- 0.23 1.56 0.04 0.04
 -------- 13:00 0.07 ---- 0.24 1.54 0.04 0.04
 -------- 14:00 0.07 ---- 0.24 1.53 0.05 0.06
 -------- 15:00 0.08 ---- 0.26 1.55 0.04 0.08
 31.12.12 16:00 0.08 ---- 0.28 1.55 0.04 0.09
 -------- 17:00 0.08 ---- 0.29 1.56 0.04 0.10
 -------- 18:00 0.07 ---- 0.27 1.55 0.03 0.06
 -------- 19:00 0.06 ---- 0.23 1.54 0.02 0.06
 -------- 20:00 0.12 ---- 0.21 1.57 0.02 0.07
 31.12.12 21:00 0.09 ---- 0.14 1.54 0.02 0.08
 -------- 22:00 0.08 ---- 0.14 1.55 0.01 0.10
 -------- 23:00 0.08 ---- 0.14 1.53 0.02 0.10
 -------- 00:00 0.08 ---- 0.12 1.55 0.02 0.10
