 Date Time CO NO2 CHX NO PM10
 06.10.12 12:00 0.07 0.12 1.42 0.02 0.02
 -------- 13:00 0.06 0.10 1.42 0.02 0.03
 -------- 14:00 0.05 0.08 1.41 0.02 0.03
 -------- 15:00 0.05 0.09 1.40 0.02 0.04
 -------- 16:00 0.05 0.07 1.40 0.02 0.04
 06.10.12 17:00 0.04 0.05 1.40 0.02 0.03
 -------- 18:00 0.04 0.03 1.39 0.02 0.03
 -------- 19:00 0.04 0.03 1.39 0.01 0.02
 -------- 20:00 0.04 0.02 1.39 0.01 0.02
 -------- 21:00 0.04 0.02 1.39 0.02 0.01
 06.10.12 22:00 0.03 0.01 1.40 0.01 0.02
 -------- 23:00 0.04 0.02 1.40 0.02 0.02
 -------- 00:00 0.03 0.03 1.39 0.02 0.02
 -------- 01:00 0.02 0.03 1.39 0.02 0.01
 -------- 02:00 0.03 0.05 1.39 0.02 0.02
 07.10.12 03:00 0.04 0.03 1.40 0.01 0.01
 -------- 04:00 0.04 0.06 1.43 0.02 0.02
 -------- 05:00 0.04 0.09 1.42 0.02 0.02
 -------- 06:00 0.04 0.10 1.43 0.02 0.01
 -------- 07:00 0.04 0.10 1.44 0.01 0.01
