 Date Time CO SO2 NO2 CHX NO
 14.04.13 00:00 0.14 0.01 0.51 1.71 0.08
 -------- 01:00 0.13 0.01 0.42 1.64 0.03
 -------- 02:00 0.10 0.01 0.32 1.61 0.01
 -------- 03:00 0.10 0.01 0.34 1.63 0.01
 -------- 04:00 0.10 0.01 0.34 1.64 0.01
 14.04.13 05:00 0.08 0.01 0.32 1.59 0.01
 -------- 06:00 0.08 0.01 0.33 1.61 0.01
 -------- 07:00 0.08 0.01 0.36 1.64 0.03
 -------- 08:00 0.09 0.01 0.34 1.62 0.03
 -------- 09:00 0.10 0.01 0.34 1.61 0.05
 14.04.13 10:00 0.11 0.00 0.34 1.63 0.06
 -------- 11:00 0.13 0.01 0.39 1.62 0.09
 -------- 12:00 0.11 0.01 0.36 1.58 0.07
 -------- 13:00 0.10 0.01 0.32 1.56 0.05
 -------- 14:00 0.10 0.01 0.28 1.52 0.03
 14.04.13 15:00 0.09 0.01 0.22 1.52 0.02
 -------- 16:00 0.08 0.01 0.21 1.52 0.02
 -------- 17:00 0.09 0.01 0.24 1.52 0.02
 -------- 18:00 0.08 0.01 0.25 1.53 0.01
 -------- 19:00 0.10 0.01 0.30 1.58 0.01
 14.04.13 20:00 0.11 0.01 0.29 1.58 0.01
 -------- 21:00 0.11 0.01 0.33 1.57 0.01
 -------- 22:00 0.15 0.01 0.38 1.61 0.01
 -------- 23:00 0.17 0.01 0.45 1.69 0.02
 -------- 00:00 0.16 0.01 0.49 1.73 0.03
 15.04.13 01:00 0.15 0.01 0.49 1.73 0.02
 -------- 02:00 0.14 0.01 0.51 1.78 0.03
 -------- 03:00 0.11 0.01 0.44 1.71 0.01
 -------- 04:00 0.12 0.01 0.42 1.71 0.03
 -------- 05:00 0.15 0.01 0.39 1.86 0.08
 15.04.13 06:00 0.37 0.01 0.45 2.17 0.53
 -------- 07:00 0.75 0.01 0.52 2.75 1.26
 -------- 08:00 0.63 0.01 0.53 2.52 0.71
 -------- 09:00 0.29 0.01 0.50 1.89 0.29
 -------- 10:00 0.19 0.01 0.45 1.68 0.15
 15.04.13 11:00 0.13 0.01 0.39 1.61 0.08
 -------- 12:00 0.09 0.00 0.27 1.53 0.04
 -------- 13:00 0.07 0.01 0.23 1.50 0.03
 -------- 14:00 0.07 0.00 0.25 1.50 0.03
 -------- 15:00 0.07 0.01 0.26 1.51 0.02
 15.04.13 16:00 0.06 0.01 0.26 1.51 0.02
 -------- 17:00 0.06 0.00 0.21 1.49 0.01
 -------- 18:00 0.07 0.01 0.21 1.50 0.01
 -------- 19:00 0.11 0.01 0.29 1.60 0.02
 -------- 20:00 0.15 0.01 0.38 1.64 0.01
 15.04.13 21:00 0.25 0.01 0.53 1.85 0.04
 -------- 22:00 0.33 0.00 0.59 1.95 0.10
 -------- 23:00 0.52 0.01 0.59 2.09 0.19
