 Date Time CO SO2 NO2 CHX NO
 09.01.13 00:00 0.07 0.01 0.15 1.56 0.01
 -------- 01:00 0.08 0.01 0.19 1.58 0.01
 -------- 02:00 0.06 0.01 0.14 1.54 0.01
 -------- 03:00 0.06 0.01 0.14 1.54 0.01
 -------- 04:00 0.06 0.01 0.10 1.54 0.01
 09.01.13 05:00 0.06 0.01 0.08 1.56 0.01
 -------- 06:00 0.06 0.01 0.14 1.55 0.01
 -------- 07:00 0.11 0.00 0.21 1.54 0.02
 -------- 08:00 0.10 0.01 0.26 1.57 0.05
 -------- 09:00 0.09 0.01 0.26 1.83 0.05
 09.01.13 10:00 0.08 0.01 0.26 1.55 0.05
 -------- 11:00 0.09 0.01 0.24 1.57 0.05
 -------- 12:00 0.09 0.01 0.20 1.94 0.04
 -------- 13:00 0.10 0.01 0.25 1.70 0.08
 -------- 14:00 0.13 0.01 0.24 1.87 0.08
 09.01.13 15:00 0.09 0.01 0.21 2.64 0.04
 -------- 16:00 0.10 0.01 0.29 2.26 0.08
 -------- 17:00 0.09 0.01 0.27 1.97 0.05
 -------- 18:00 0.11 0.01 0.28 1.72 0.05
 -------- 19:00 0.10 0.00 0.29 1.57 0.05
 09.01.13 20:00 0.13 0.01 0.33 1.63 0.12
 -------- 21:00 0.10 0.02 0.30 1.55 0.04
 -------- 22:00 0.08 0.01 0.27 1.53 0.03
 -------- 23:00 0.07 0.01 0.25 1.51 0.02
 -------- 00:00 0.06 0.00 0.24 1.50 0.02
 10.01.13 01:00 0.05 0.01 0.14 1.50 0.01
 -------- 02:00 0.04 0.01 0.11 1.46 0.00
 -------- 03:00 0.04 0.01 0.13 1.47 0.00
 -------- 04:00 0.04 0.01 0.13 1.48 0.00
 -------- 05:00 0.05 0.00 0.12 1.48 0.01
 10.01.13 06:00 0.07 0.01 0.17 1.52 0.01
 -------- 07:00 0.09 0.01 0.20 1.52 0.02
 -------- 08:00 0.11 0.01 0.25 1.56 0.04
 -------- 09:00 0.12 0.00 0.29 1.55 0.06
 -------- 10:00 0.12 0.02 0.30 1.58 0.07
 10.01.13 11:00 0.10 0.01 0.28 1.58 0.07
 -------- 12:00 0.11 0.01 0.26 1.62 0.09
 -------- 13:00 0.10 0.01 0.26 1.61 0.08
 -------- 14:00 0.10 0.01 0.26 1.61 0.09
 -------- 15:00 0.15 0.01 0.31 1.81 0.10
 10.01.13 16:00 0.11 0.01 0.30 1.60 0.08
 -------- 17:00 0.11 0.01 0.31 1.59 0.09
 -------- 18:00 0.11 0.00 0.32 1.57 0.07
 -------- 19:00 0.11 0.01 0.30 1.58 0.05
 -------- 20:00 0.09 0.01 0.25 1.54 0.03
 10.01.13 21:00 0.10 0.01 0.24 1.54 0.03
 -------- 22:00 0.09 0.01 0.27 1.56 0.04
 -------- 23:00 0.09 0.01 0.26 1.55 0.04
