 Date Time CO SO2 NO2 CHX NO
 04.01.13 12:00 0.09 0.00 0.23 1.55 0.04
 -------- 13:00 0.10 0.01 0.22 1.52 0.05
 -------- 14:00 0.07 0.01 0.15 1.52 0.01
 -------- 15:00 0.06 0.01 0.15 1.45 0.01
 -------- 16:00 0.08 0.01 0.19 1.47 0.01
 04.01.13 17:00 0.09 0.01 0.22 1.50 0.04
 -------- 18:00 0.09 0.01 0.22 1.50 0.02
 -------- 19:00 0.09 0.01 0.23 1.52 0.02
 -------- 20:00 0.12 0.01 0.28 3.17 0.07
 -------- 21:00 0.15 0.01 0.28 2.97 0.11
 04.01.13 22:00 0.13 0.01 0.27 4.10 0.09
 -------- 23:00 0.19 0.01 0.25 3.38 0.18
 -------- 00:00 0.16 0.01 0.26 3.37 0.13
 -------- 01:00 0.14 0.01 0.24 4.09 0.12
 -------- 02:00 0.11 0.01 0.23 1.83 0.03
 05.01.13 03:00 0.09 0.01 0.19 1.51 0.01
 -------- 04:00 0.12 0.01 0.23 3.41 0.06
 -------- 05:00 0.11 0.01 0.23 3.46 0.06
 -------- 06:00 0.13 0.01 0.23 1.72 0.05
 -------- 07:00 0.08 0.01 0.21 1.79 0.03
 05.01.13 08:00 0.09 0.01 0.21 2.32 0.05
 -------- 09:00 0.09 0.01 0.20 1.79 0.04
 -------- 10:00 0.08 0.01 0.19 1.66 0.04
 -------- 11:00 0.09 0.01 0.21 1.66 0.06
 -------- 12:00 0.09 0.01 0.21 1.63 0.07
 05.01.13 13:00 0.09 0.01 0.22 1.52 0.06
 -------- 14:00 0.08 0.01 0.18 1.49 0.04
 -------- 15:00 0.09 0.01 0.19 1.45 0.04
 -------- 16:00 0.08 0.01 0.19 1.46 0.03
 -------- 17:00 0.07 0.01 0.18 1.44 0.02
 05.01.13 18:00 0.07 0.01 0.19 1.45 0.02
 -------- 19:00 0.09 0.01 0.21 1.59 0.03
 -------- 20:00 0.07 0.01 0.18 1.59 0.02
 -------- 21:00 0.07 0.01 0.16 1.89 0.01
 -------- 22:00 0.08 0.01 0.16 1.73 0.01
 05.01.13 23:00 0.08 0.01 0.18 1.60 0.02
 -------- 00:00 0.06 0.01 0.15 1.54 0.01
 -------- 01:00 0.07 0.01 0.17 1.49 0.01
 -------- 02:00 0.07 0.01 0.19 1.47 0.02
 -------- 03:00 0.07 0.01 0.17 1.45 0.02
 06.01.13 04:00 0.06 0.01 0.19 1.47 0.01
 -------- 05:00 0.06 0.01 0.19 1.46 0.01
 -------- 06:00 0.07 0.01 0.18 1.47 0.01
 -------- 07:00 0.06 0.01 0.19 1.47 0.01
 -------- 08:00 0.06 0.01 0.15 1.45 0.02
 06.01.13 09:00 0.06 0.01 0.17 1.46 0.02
 -------- 10:00 0.07 0.01 0.18 1.47 0.03
 -------- 11:00 0.08 0.01 0.17 1.46 0.03
