 Date Time CO SO2 NO2 CHX NO
 31.12.12 12:00 0.13 0.01 0.27 1.62 0.12
 -------- 13:00 0.14 0.01 0.26 1.63 0.11
 -------- 14:00 0.14 0.01 0.26 1.65 0.13
 -------- 15:00 0.15 0.01 0.28 1.67 0.13
 -------- 16:00 0.17 0.01 0.29 1.69 0.13
 31.12.12 17:00 0.14 0.01 0.29 1.64 0.08
 -------- 18:00 0.13 0.01 0.28 1.66 0.06
 -------- 19:00 0.13 0.01 0.27 1.61 0.04
 -------- 20:00 0.10 0.01 0.28 1.57 0.04
 -------- 21:00 0.10 0.01 0.25 1.58 0.03
 31.12.12 22:00 0.10 0.00 0.21 1.56 0.02
 -------- 23:00 0.10 0.01 0.20 1.56 0.02
 -------- 00:00 0.09 0.01 0.19 1.56 0.01
 -------- 01:00 0.09 0.00 0.16 1.55 0.02
 -------- 02:00 0.11 0.01 0.19 1.62 0.02
 01.01.13 03:00 0.10 0.01 0.17 1.53 0.02
 -------- 04:00 0.08 0.01 0.17 1.56 0.01
 -------- 05:00 0.09 0.01 0.15 1.54 0.01
 -------- 06:00 0.08 0.01 0.19 1.56 0.01
 -------- 07:00 0.07 0.01 0.10 1.85 0.01
 01.01.13 08:00 0.07 0.00 0.14 1.62 0.01
 -------- 09:00 0.10 0.00 0.23 1.54 0.02
 -------- 10:00 0.09 0.00 0.23 1.52 0.03
 -------- 11:00 0.09 0.00 0.20 1.53 0.03
 -------- 12:00 0.08 0.01 0.16 1.49 0.02
 01.01.13 13:00 0.09 0.01 0.21 1.50 0.03
 -------- 14:00 0.09 0.01 0.24 1.58 0.04
 -------- 15:00 0.10 0.01 0.22 1.58 0.03
 -------- 16:00 0.09 0.01 0.20 1.57 0.02
 -------- 17:00 0.11 0.00 0.26 1.58 0.04
 01.01.13 18:00 0.14 0.00 0.30 1.64 0.05
 -------- 19:00 0.14 0.01 0.30 1.76 0.05
 -------- 20:00 0.12 0.01 0.28 1.60 0.04
 -------- 21:00 0.12 0.01 0.27 1.59 0.03
 -------- 22:00 0.11 0.01 0.27 1.60 0.03
 01.01.13 23:00 0.13 0.01 0.27 1.61 0.04
 -------- 00:00 0.11 0.01 0.26 1.59 0.02
 -------- 01:00 0.10 0.00 0.23 1.56 0.01
 -------- 02:00 0.09 0.01 0.19 1.56 0.02
 -------- 03:00 0.08 0.01 0.17 1.55 0.00
 02.01.13 04:00 0.08 0.01 0.10 1.46 0.00
 -------- 05:00 0.08 0.01 0.08 1.45 0.00
 -------- 06:00 0.08 0.01 0.10 1.46 0.00
 -------- 07:00 0.08 0.01 0.12 1.45 0.00
 -------- 08:00 0.08 0.01 0.13 1.45 0.01
 02.01.13 09:00 0.08 0.01 0.12 1.45 0.01
 -------- 10:00 0.07 0.01 0.13 1.45 0.01
 -------- 11:00 0.08 0.01 0.13 1.45 0.01
