 Date Time CO SO2 NO2 CHX NO
 27.09.12 12:00 0.12 0.00 0.28 1.56 0.07
 -------- 13:00 0.10 0.01 0.26 1.56 0.07
 -------- 14:00 0.10 0.01 0.27 1.65 0.06
 -------- 15:00 0.10 0.01 0.29 1.49 0.08
 -------- 16:00 0.10 0.01 0.31 1.50 0.07
 27.09.12 17:00 0.11 0.02 0.32 1.51 0.09
 -------- 18:00 0.15 0.03 0.33 1.57 0.12
 -------- 19:00 0.15 0.02 0.34 1.55 0.09
 -------- 20:00 0.15 0.01 0.34 1.54 0.10
 -------- 21:00 0.15 0.01 0.35 1.53 0.07
 27.09.12 22:00 0.17 0.01 0.35 1.54 0.07
 -------- 23:00 0.15 0.01 0.36 1.57 0.07
 -------- 00:00 0.16 0.00 0.36 1.59 0.06
 -------- 01:00 0.14 0.00 0.36 1.59 0.03
 -------- 02:00 0.09 0.00 0.24 1.52 0.01
 28.09.12 03:00 0.06 0.00 0.14 1.44 0.00
 -------- 04:00 0.06 0.01 0.11 1.44 ----
 -------- 05:00 0.05 0.00 0.10 1.43 0.00
 -------- 06:00 0.06 0.01 0.14 1.42 0.00
 -------- 07:00 0.09 0.00 0.20 1.44 0.01
 28.09.12 08:00 0.13 0.01 0.25 1.50 0.01
 -------- 09:00 0.12 0.01 0.28 1.50 0.02
 -------- 10:00 0.13 0.01 0.28 1.48 0.02
 -------- 11:00 0.13 0.00 0.28 1.47 0.02
 -------- 12:00 0.10 0.01 0.26 1.48 0.03
 28.09.12 13:00 0.09 0.01 0.19 1.42 0.01
 -------- 14:00 0.09 0.01 0.18 1.40 0.01
 -------- 15:00 0.09 0.01 0.21 2.05 0.01
 -------- 16:00 0.10 0.01 0.26 2.23 0.01
 -------- 17:00 0.11 0.01 0.30 2.10 0.01
 28.09.12 18:00 0.17 0.01 0.36 2.15 0.01
 -------- 19:00 0.12 0.01 0.29 1.59 0.00
 -------- 20:00 0.12 0.01 0.28 1.63 0.01
 -------- 21:00 0.09 0.01 0.18 1.46 0.00
 -------- 22:00 0.06 0.01 0.10 1.58 0.00
 28.09.12 23:00 0.05 0.00 0.15 1.51 0.01
 -------- 00:00 0.06 0.00 0.21 1.34 0.01
 -------- 01:00 0.04 0.01 0.17 1.33 0.01
 -------- 02:00 0.05 0.01 0.15 1.50 0.01
 -------- 03:00 0.06 0.00 0.17 1.33 0.01
