 Date Time CO SO2 NO2 CHX NO
 18.04.13 00:00 0.11 0.01 0.29 1.54 0.01
 -------- 01:00 0.10 0.01 0.23 1.54 0.01
 -------- 02:00 0.10 0.01 0.25 1.59 0.00
 -------- 03:00 0.09 0.01 0.18 1.57 0.00
 -------- 04:00 0.08 0.01 0.15 1.53 0.00
 18.04.13 05:00 0.08 0.00 0.16 1.52 0.00
 -------- 06:00 0.08 0.01 0.21 1.52 0.00
 -------- 07:00 0.11 0.01 0.29 1.55 0.01
 -------- 08:00 0.13 0.01 0.32 1.54 0.03
 -------- 09:00 0.12 0.01 0.28 1.49 0.02
 18.04.13 10:00 0.11 0.01 0.27 1.50 0.03
 -------- 11:00 0.11 0.01 0.24 1.50 0.02
 -------- 12:00 0.10 0.01 0.19 1.49 0.02
 -------- 13:00 0.09 0.02 0.15 1.45 0.02
 -------- 14:00 0.07 0.01 0.11 1.42 0.01
 18.04.13 15:00 0.06 0.01 0.09 1.42 0.01
 -------- 16:00 0.06 0.01 0.06 1.40 0.01
 -------- 17:00 0.07 0.01 0.12 1.42 0.01
 -------- 18:00 0.08 0.01 0.12 1.45 0.01
 -------- 19:00 0.09 0.01 0.15 1.48 0.01
 18.04.13 20:00 0.13 0.01 0.30 1.54 0.02
 -------- 21:00 0.21 0.01 0.45 1.72 0.10
 -------- 22:00 0.47 0.01 0.45 2.38 0.38
 -------- 23:00 0.49 0.01 0.44 2.38 0.42
 -------- 00:00 0.48 0.01 0.45 2.32 0.33
 19.04.13 01:00 0.60 0.01 0.43 2.29 0.17
 -------- 02:00 0.15 0.01 0.28 1.64 0.03
 -------- 03:00 0.11 0.00 0.23 1.58 0.02
 -------- 04:00 0.09 0.01 0.19 1.55 0.01
 -------- 05:00 0.08 0.00 0.20 1.57 0.01
 19.04.13 06:00 0.09 0.01 0.21 1.57 0.01
 -------- 07:00 0.10 0.01 0.24 1.55 0.01
 -------- 08:00 0.10 0.01 0.27 1.54 0.02
 -------- 09:00 0.10 0.01 0.27 1.54 0.03
 -------- 10:00 0.10 0.01 0.24 1.53 0.03
 19.04.13 11:00 0.08 0.01 0.16 1.49 0.02
 -------- 12:00 0.07 0.01 0.10 1.44 0.01
 -------- 13:00 0.07 0.01 0.07 1.41 0.01
 -------- 14:00 0.06 0.01 0.03 1.46 0.01
 -------- 15:00 0.07 0.01 0.05 1.44 0.01
 19.04.13 16:00 0.06 0.01 0.04 1.41 0.01
 -------- 17:00 0.06 0.01 0.07 1.42 0.01
 -------- 18:00 0.06 0.01 0.08 1.42 0.01
 -------- 19:00 0.07 0.01 0.12 1.42 0.01
 -------- 20:00 0.09 0.01 0.13 1.44 0.00
 19.04.13 21:00 0.08 0.01 0.13 1.60 0.00
 -------- 22:00 0.09 0.01 0.14 2.02 0.00
 -------- 23:00 0.07 0.01 0.08 2.06 0.00
