 Date Time CO SO2 NO2 CHX NO
 27.02.13 00:00 0.06 0.01 0.24 1.44 0.01
 -------- 01:00 0.05 0.01 0.15 1.43 0.00
 -------- 02:00 0.04 0.01 0.18 1.43 0.00
 -------- 03:00 0.04 0.01 0.27 1.46 0.01
 -------- 04:00 0.05 0.01 0.23 1.48 0.01
 27.02.13 05:00 0.05 0.01 0.16 1.51 0.00
 -------- 06:00 0.05 0.01 0.12 1.70 0.00
 -------- 07:00 0.07 0.01 0.16 1.58 0.00
 -------- 08:00 0.08 0.01 0.19 1.53 0.00
 -------- 09:00 0.08 0.00 0.20 1.65 0.01
 27.02.13 10:00 0.08 0.01 0.24 1.70 0.01
 -------- 11:00 0.09 0.01 0.27 1.61 0.02
 -------- 12:00 0.08 0.01 0.18 1.46 0.02
 -------- 13:00 0.08 0.00 0.18 1.45 0.01
 -------- 14:00 0.08 0.01 0.18 1.45 0.02
 27.02.13 15:00 0.08 0.00 0.16 1.48 0.01
 -------- 16:00 0.08 0.01 0.23 1.45 0.02
 -------- 17:00 0.07 0.00 0.21 1.45 0.02
 -------- 18:00 0.09 0.01 0.30 1.44 0.02
 -------- 19:00 0.11 0.01 0.43 1.47 0.07
 27.02.13 20:00 0.32 0.01 0.49 1.77 0.31
 -------- 21:00 0.39 0.01 0.54 2.19 0.60
 -------- 22:00 0.22 0.01 0.49 1.82 0.24
 -------- 23:00 0.15 0.00 0.42 1.67 0.09
 -------- 00:00 0.13 0.01 0.46 1.62 0.06
 28.02.13 01:00 0.11 0.01 0.44 1.54 0.03
 -------- 02:00 0.08 0.01 0.33 1.50 0.01
 -------- 03:00 0.06 0.01 0.23 1.48 0.00
 -------- 04:00 0.06 0.00 0.17 1.45 0.00
 -------- 05:00 0.04 0.01 0.12 1.42 0.00
 28.02.13 06:00 0.05 0.01 0.14 1.42 0.01
 -------- 07:00 0.07 0.01 0.25 1.45 0.01
 -------- 08:00 0.07 0.01 0.31 1.46 0.03
 -------- 09:00 0.08 0.01 0.31 1.47 0.03
 -------- 10:00 0.07 0.01 0.26 1.48 0.03
 28.02.13 11:00 0.06 0.00 0.18 1.46 0.01
 -------- 12:00 0.07 0.01 0.19 1.53 0.02
 -------- 13:00 0.06 0.00 0.16 1.54 0.01
 -------- 14:00 0.06 0.01 0.15 1.60 0.01
 -------- 15:00 0.06 0.01 0.14 1.56 0.01
 28.02.13 16:00 0.06 0.00 0.14 1.68 0.01
 -------- 17:00 0.06 0.01 0.16 1.85 0.01
 -------- 18:00 0.06 0.01 0.17 1.92 0.00
 -------- 19:00 0.06 0.01 0.15 1.77 0.00
 -------- 20:00 0.07 0.01 0.19 1.59 0.01
 28.02.13 21:00 0.06 0.01 0.19 1.96 0.00
 -------- 22:00 0.06 0.01 0.17 1.62 0.00
 -------- 23:00 0.08 0.01 0.14 1.84 0.01
