 Date Time CO SO2 NO2 CHX NO
 28.09.12 12:00 0.10 0.01 0.26 1.48 0.03
 -------- 13:00 0.09 0.01 0.19 1.42 0.01
 -------- 14:00 0.09 0.01 0.18 1.40 0.01
 -------- 15:00 0.09 0.01 0.21 2.05 0.01
 -------- 16:00 0.10 0.01 0.26 2.23 0.01
 28.09.12 17:00 0.11 0.01 0.30 2.10 0.01
 -------- 18:00 0.17 0.01 0.36 2.15 0.01
 -------- 19:00 0.12 0.01 0.29 1.59 0.00
 -------- 20:00 0.12 0.01 0.28 1.63 0.01
 -------- 21:00 0.09 0.01 0.18 1.46 0.00
 28.09.12 22:00 0.06 0.01 0.10 1.58 0.00
 -------- 23:00 0.05 0.00 0.15 1.51 0.01
 -------- 00:00 0.06 0.00 0.21 1.34 0.01
 -------- 01:00 0.04 0.01 0.17 1.33 0.01
 -------- 02:00 0.05 0.01 0.15 1.50 0.01
 29.09.12 03:00 0.06 0.00 0.17 1.33 0.01
