 Date Time CO SO2 NO2 CHX NO
 14.05.13 00:00 0.14 0.00 0.30 1.68 0.03
 -------- 01:00 0.13 0.01 0.29 1.69 0.04
 -------- 02:00 0.12 0.00 0.25 1.70 0.04
 -------- 03:00 0.11 0.01 0.23 1.76 0.04
 -------- 04:00 0.12 0.01 0.26 1.81 0.05
 14.05.13 05:00 0.13 0.01 0.26 1.86 0.07
 -------- 06:00 0.21 0.01 0.23 1.99 0.18
 -------- 07:00 0.23 0.01 0.26 2.01 0.22
 -------- 08:00 0.27 0.01 0.35 2.06 0.24
 -------- 09:00 0.27 0.01 0.43 1.98 0.21
 14.05.13 10:00 0.27 0.01 0.52 2.01 0.18
 -------- 11:00 0.26 0.01 0.53 1.96 0.13
 -------- 12:00 0.21 0.01 0.48 1.85 0.08
 -------- 13:00 0.10 0.01 0.17 1.55 0.03
 -------- 14:00 0.08 0.01 0.12 1.51 0.02
 14.05.13 15:00 0.07 0.01 0.11 1.47 0.01
 -------- 16:00 0.06 0.01 0.10 1.47 0.01
 -------- 17:00 0.07 0.00 0.13 1.46 0.01
 -------- 18:00 0.09 0.01 0.18 1.51 0.01
 -------- 19:00 0.10 0.01 0.19 1.52 0.01
 14.05.13 20:00 0.17 0.01 0.28 1.69 0.02
 -------- 21:00 0.21 0.01 0.39 1.89 0.07
 -------- 22:00 0.17 0.01 0.34 1.71 0.06
 -------- 23:00 0.15 0.01 0.30 1.66 0.03
 -------- 00:00 0.19 0.01 0.42 1.71 0.06
 15.05.13 01:00 0.17 0.01 0.43 1.73 0.07
 -------- 02:00 0.16 0.00 0.37 1.69 0.05
 -------- 03:00 0.13 0.01 0.32 1.66 0.05
 -------- 04:00 0.14 0.01 0.32 1.76 0.10
 -------- 05:00 0.17 0.01 0.33 1.94 0.23
 15.05.13 06:00 0.23 0.01 0.34 2.05 0.46
 -------- 07:00 0.28 0.01 0.32 2.14 0.45
 -------- 08:00 0.29 0.01 0.31 2.16 0.36
 -------- 09:00 0.27 0.01 0.34 2.14 0.29
 -------- 10:00 0.22 0.01 0.40 1.96 0.22
 15.05.13 11:00 0.18 0.01 0.37 1.88 0.13
 -------- 12:00 0.14 0.01 0.31 1.81 0.08
 -------- 13:00 0.12 0.01 0.23 1.69 0.04
 -------- 14:00 0.10 0.01 0.25 1.69 0.03
 -------- 15:00 0.10 0.01 0.29 1.80 0.02
 15.05.13 16:00 0.09 0.01 0.31 1.64 0.02
 -------- 17:00 0.09 0.01 0.19 1.53 0.01
 -------- 18:00 0.09 0.01 0.23 1.71 0.03
 -------- 19:00 0.09 0.01 0.22 1.72 0.04
 -------- 20:00 0.15 0.01 0.29 1.85 0.06
 15.05.13 21:00 0.20 0.00 0.33 1.77 0.08
 -------- 22:00 0.27 0.01 0.35 1.86 0.14
 -------- 23:00 0.29 0.01 0.35 1.91 0.23
