 Date Time CO SO2 NO2 CHX NO
 13.01.13 00:00 0.14 0.02 0.26 2.08 0.16
 -------- 01:00 0.16 0.01 0.28 2.57 0.18
 -------- 02:00 0.13 0.01 0.25 2.40 0.12
 -------- 03:00 0.13 0.02 0.26 3.06 0.10
 -------- 04:00 0.14 0.01 0.26 3.66 0.16
 13.01.13 05:00 0.11 0.01 0.25 2.63 0.13
 -------- 06:00 0.09 0.02 0.24 2.07 0.06
 -------- 07:00 0.08 0.01 0.21 2.41 0.01
 -------- 08:00 0.08 0.01 0.20 1.75 0.02
 -------- 09:00 0.08 0.02 0.18 1.79 0.02
 13.01.13 10:00 0.10 0.01 0.22 1.69 0.06
 -------- 11:00 0.11 0.01 0.22 1.69 0.06
 -------- 12:00 0.11 0.02 0.22 1.70 0.07
 -------- 13:00 0.09 0.01 0.18 1.64 0.04
 -------- 14:00 0.08 0.01 0.14 1.96 0.02
 13.01.13 15:00 0.08 0.01 0.19 2.03 0.03
 -------- 16:00 0.08 0.01 0.18 1.74 0.02
 -------- 17:00 0.08 0.01 0.20 1.66 0.02
 -------- 18:00 0.08 0.01 0.20 1.91 0.01
 -------- 19:00 0.08 0.00 0.22 1.98 0.01
 13.01.13 20:00 0.07 0.01 0.18 1.71 0.01
 -------- 21:00 0.07 0.01 0.18 1.65 0.01
 -------- 22:00 0.07 0.01 0.19 1.66 0.01
 -------- 23:00 0.07 0.01 0.18 1.70 0.01
 -------- 00:00 0.06 0.01 0.18 1.67 0.01
 14.01.13 01:00 0.06 0.01 0.19 1.70 0.01
 -------- 02:00 0.06 0.01 0.17 1.69 0.00
 -------- 03:00 0.06 0.01 0.17 1.80 0.00
 -------- 04:00 0.06 0.01 0.16 2.39 0.00
 -------- 05:00 0.06 0.01 0.17 2.11 0.01
 14.01.13 06:00 0.13 0.01 0.18 2.16 0.01
 -------- 07:00 0.08 0.01 0.20 1.86 0.01
 -------- 08:00 0.12 0.01 0.24 1.71 0.04
 -------- 09:00 0.09 0.01 0.23 2.02 0.02
 -------- 10:00 0.11 0.01 0.30 1.68 0.10
 14.01.13 11:00 0.09 0.01 0.24 1.90 0.04
 -------- 12:00 0.07 0.01 0.24 2.09 0.05
 -------- 13:00 0.04 0.01 0.21 1.98 0.04
 -------- 14:00 0.04 0.01 0.20 1.89 0.03
 -------- 15:00 0.07 0.01 0.27 1.67 0.05
 14.01.13 16:00 0.07 0.00 0.34 1.54 0.09
 -------- 17:00 0.06 0.01 0.30 1.55 0.06
 -------- 18:00 0.06 0.00 0.30 1.53 0.05
 -------- 19:00 0.05 0.01 0.31 1.51 0.05
 -------- 20:00 0.04 0.01 0.30 1.50 0.04
 14.01.13 21:00 0.07 0.01 0.24 1.50 0.03
 -------- 22:00 0.07 0.01 0.15 1.50 0.01
 -------- 23:00 0.04 0.01 0.10 1.74 0.00
