 Date Time CO SO2 NO2 CHX NO
 07.12.12 00:00 0.07 0.00 0.21 1.54 0.02
 -------- 01:00 0.06 0.01 0.15 1.48 0.01
 -------- 02:00 0.06 0.00 0.15 1.46 0.01
 -------- 03:00 0.06 0.00 0.15 1.46 0.00
 -------- 04:00 0.06 0.00 0.14 1.46 0.01
 07.12.12 05:00 0.06 0.01 0.16 1.49 0.01
 -------- 06:00 0.07 0.00 0.17 1.56 0.01
 -------- 07:00 0.14 0.00 0.18 1.56 0.03
 -------- 08:00 0.11 0.01 0.21 1.57 0.03
 -------- 09:00 0.09 0.01 0.23 1.50 0.03
 07.12.12 10:00 0.09 0.00 0.23 1.60 0.05
 -------- 11:00 0.09 0.01 0.24 1.65 0.07
 -------- 12:00 0.11 0.01 0.24 1.60 0.07
 -------- 13:00 0.11 0.00 0.24 1.59 0.07
 -------- 14:00 0.13 0.01 0.26 1.57 0.10
 07.12.12 15:00 0.13 0.00 0.27 1.63 0.10
 -------- 16:00 0.13 0.01 0.27 1.63 0.10
 -------- 17:00 0.14 0.01 0.28 1.60 0.11
 -------- 18:00 0.12 0.00 0.27 1.67 0.09
 -------- 19:00 0.16 0.00 0.26 1.70 0.10
 07.12.12 20:00 0.13 0.01 0.25 1.61 0.08
 -------- 21:00 0.13 0.01 0.23 1.60 0.09
 -------- 22:00 0.13 0.00 0.18 1.59 0.09
 -------- 23:00 0.12 0.00 0.20 1.57 0.07
 -------- 00:00 0.11 0.01 0.20 1.60 0.06
 08.12.12 01:00 0.09 0.01 0.20 1.55 0.04
 -------- 02:00 0.09 0.00 0.19 1.56 0.04
 -------- 03:00 0.09 0.00 0.16 1.54 0.01
 -------- 04:00 0.07 0.01 0.17 1.53 0.02
 -------- 05:00 0.08 0.01 0.18 1.55 0.03
 08.12.12 06:00 0.08 0.00 0.18 1.55 0.04
 -------- 07:00 0.09 0.02 0.19 1.57 0.05
 -------- 08:00 0.24 0.01 0.19 1.76 0.10
 -------- 09:00 0.19 0.00 0.21 1.66 0.11
 -------- 10:00 0.13 0.01 0.20 1.67 0.10
 08.12.12 11:00 0.14 0.00 0.20 1.69 0.13
 -------- 12:00 0.14 0.01 0.20 1.71 0.14
 -------- 13:00 0.17 0.01 0.21 1.79 0.20
 -------- 14:00 0.18 0.01 0.23 1.86 0.22
 -------- 15:00 0.21 0.01 0.25 1.75 0.27
 08.12.12 16:00 0.22 0.01 0.24 1.85 0.29
 -------- 17:00 0.22 0.01 0.23 1.88 0.27
 -------- 18:00 0.21 0.01 0.23 1.88 0.27
 -------- 19:00 0.19 0.01 0.23 1.87 0.29
 -------- 20:00 0.21 0.00 0.23 1.86 0.29
 08.12.12 21:00 0.22 0.01 0.23 1.88 0.27
 -------- 22:00 0.19 0.01 0.23 1.92 0.26
 -------- 23:00 0.22 0.01 0.23 1.94 0.29
