 Date Time CO SO2 NO2 CHX NO
 06.12.12 00:00 0.11 0.00 0.35 1.60 0.08
 -------- 01:00 0.09 0.00 0.34 1.58 0.05
 -------- 02:00 0.10 0.00 0.37 1.59 0.07
 -------- 03:00 0.10 0.00 0.35 1.60 0.08
 -------- 04:00 0.08 0.00 0.34 1.61 0.06
 06.12.12 05:00 0.09 0.01 0.34 1.62 0.11
 -------- 06:00 0.13 0.01 0.32 1.64 0.12
 -------- 07:00 0.15 0.01 0.37 1.63 0.18
 -------- 08:00 0.17 0.00 0.34 1.64 0.15
 -------- 09:00 0.17 0.01 0.32 1.63 0.15
 06.12.12 10:00 0.17 0.01 0.32 1.63 0.15
 -------- 11:00 0.18 0.01 0.33 1.69 0.21
 -------- 12:00 0.19 0.01 0.33 1.70 0.21
 -------- 13:00 0.17 0.00 0.32 1.66 0.18
 -------- 14:00 0.17 0.01 0.32 1.65 0.20
 06.12.12 15:00 0.16 0.00 0.31 1.60 0.15
 -------- 16:00 0.15 0.00 0.32 1.61 0.15
 -------- 17:00 0.15 0.00 0.31 1.59 0.14
 -------- 18:00 0.12 0.00 0.28 1.55 0.08
 -------- 19:00 0.12 0.00 0.24 1.56 0.05
 06.12.12 20:00 0.10 0.00 0.26 1.61 0.06
 -------- 21:00 0.10 0.01 0.25 1.58 0.05
 -------- 22:00 0.13 0.01 0.26 1.56 0.04
 -------- 23:00 0.08 0.01 0.25 1.52 0.04
 -------- 00:00 0.07 0.00 0.21 1.54 0.02
 07.12.12 01:00 0.06 0.01 0.15 1.48 0.01
 -------- 02:00 0.06 0.00 0.15 1.46 0.01
 -------- 03:00 0.06 0.00 0.15 1.46 0.00
 -------- 04:00 0.06 0.00 0.14 1.46 0.01
 -------- 05:00 0.06 0.01 0.16 1.49 0.01
 07.12.12 06:00 0.07 0.00 0.17 1.56 0.01
 -------- 07:00 0.14 0.00 0.18 1.56 0.03
 -------- 08:00 0.11 0.01 0.21 1.57 0.03
 -------- 09:00 0.09 0.01 0.23 1.50 0.03
 -------- 10:00 0.09 0.00 0.23 1.60 0.05
 07.12.12 11:00 0.09 0.01 0.24 1.65 0.07
 -------- 12:00 0.11 0.01 0.24 1.60 0.07
 -------- 13:00 0.11 0.00 0.24 1.59 0.07
 -------- 14:00 0.13 0.01 0.26 1.57 0.10
 -------- 15:00 0.13 0.00 0.27 1.63 0.10
 07.12.12 16:00 0.13 0.01 0.27 1.63 0.10
 -------- 17:00 0.14 0.01 0.28 1.60 0.11
 -------- 18:00 0.12 0.00 0.27 1.67 0.09
 -------- 19:00 0.16 0.00 0.26 1.70 0.10
 -------- 20:00 0.13 0.01 0.25 1.61 0.08
 07.12.12 21:00 0.13 0.01 0.23 1.60 0.09
 -------- 22:00 0.13 0.00 0.18 1.59 0.09
 -------- 23:00 0.12 0.00 0.20 1.57 0.07
