 Date Time CO SO2 NO2 CHX NO
 03.04.13 00:00 0.10 0.01 0.30 1.52 0.01
 -------- 01:00 0.09 0.01 0.23 1.50 0.01
 -------- 02:00 0.08 0.01 0.10 1.48 0.00
 -------- 03:00 0.08 0.01 0.22 1.52 0.00
 -------- 04:00 0.08 0.00 0.19 1.58 0.00
 03.04.13 05:00 0.09 0.01 0.17 1.54 0.00
 -------- 06:00 0.11 0.01 0.26 1.57 0.01
 -------- 07:00 0.18 0.01 0.37 1.61 0.08
 -------- 08:00 0.19 0.01 0.32 1.63 0.08
 -------- 09:00 0.17 0.01 0.23 2.07 0.02
 03.04.13 10:00 0.13 0.01 0.23 1.71 0.03
 -------- 11:00 0.14 0.01 0.24 1.63 0.04
 -------- 12:00 0.12 0.01 0.17 1.65 0.03
 -------- 13:00 0.11 0.00 0.12 1.51 0.02
 -------- 14:00 0.10 0.00 0.10 1.47 0.02
 03.04.13 15:00 0.09 0.01 0.08 1.45 0.01
 -------- 16:00 0.09 0.01 0.11 1.45 0.02
 -------- 17:00 0.08 0.01 0.16 1.47 0.02
 -------- 18:00 0.10 0.01 0.17 1.50 0.02
 -------- 19:00 0.09 0.00 0.21 1.46 0.01
 03.04.13 20:00 0.10 0.01 0.27 1.46 0.02
 -------- 21:00 0.13 0.01 0.37 1.51 0.04
 -------- 22:00 0.15 0.01 0.44 1.54 0.11
 -------- 23:00 0.13 0.01 0.40 1.52 0.10
 -------- 00:00 0.09 0.01 0.29 1.49 0.03
 04.04.13 01:00 0.07 0.01 0.17 1.48 0.01
 -------- 02:00 0.09 0.01 0.18 1.50 0.00
 -------- 03:00 0.07 0.01 0.20 1.48 0.00
 -------- 04:00 0.08 0.01 0.24 1.47 0.02
 -------- 05:00 0.08 0.01 0.13 1.50 0.00
 04.04.13 06:00 0.09 0.01 0.23 1.50 0.01
 -------- 07:00 0.14 0.01 0.35 1.55 0.05
 -------- 08:00 0.13 0.01 0.28 1.55 0.04
 -------- 09:00 0.12 0.01 0.27 1.59 0.05
 -------- 10:00 0.09 0.01 0.20 1.55 0.04
 04.04.13 11:00 0.08 0.01 0.14 1.47 0.02
 -------- 12:00 0.08 0.01 0.09 1.45 0.02
 -------- 13:00 0.09 0.00 0.12 1.45 0.02
 -------- 14:00 0.08 0.00 0.10 1.43 0.02
 -------- 15:00 0.08 0.01 0.08 1.42 0.01
 04.04.13 16:00 0.08 0.01 0.13 1.44 0.03
 -------- 17:00 0.08 0.01 0.11 1.44 0.01
 -------- 18:00 0.09 0.01 0.15 1.46 0.01
 -------- 19:00 0.11 0.01 0.26 1.49 0.02
 -------- 20:00 0.11 0.00 0.27 1.50 0.01
 04.04.13 21:00 0.12 0.00 0.30 1.55 0.02
 -------- 22:00 0.13 0.01 0.26 1.50 0.01
 -------- 23:00 0.08 0.01 0.17 1.47 0.01
