 Date Time CO SO2 NO2 CHX NO
 20.03.13 12:00 0.09 0.01 0.17 1.52 0.04
 -------- 13:00 0.08 0.01 0.13 1.50 0.03
 -------- 14:00 0.07 0.01 0.11 1.48 0.02
 -------- 15:00 0.08 0.01 0.11 1.48 0.02
 -------- 16:00 0.07 0.01 0.12 1.48 0.02
 20.03.13 17:00 0.07 0.01 0.11 1.46 0.01
 -------- 18:00 0.07 0.01 0.10 1.46 0.01
 -------- 19:00 0.07 0.01 0.10 1.46 0.01
 -------- 20:00 0.07 0.01 0.12 1.47 0.01
 -------- 21:00 0.08 0.01 0.15 1.49 0.01
 20.03.13 22:00 0.06 0.01 0.19 1.48 0.01
 -------- 23:00 0.06 0.01 0.21 1.48 0.02
 -------- 00:00 0.06 0.01 0.14 1.48 0.01
 -------- 01:00 0.05 0.01 0.09 1.49 0.00
 -------- 02:00 0.04 0.01 0.08 1.48 0.00
 21.03.13 03:00 0.04 0.01 0.08 1.48 0.00
 -------- 04:00 0.04 0.01 0.09 1.48 0.00
 -------- 05:00 0.04 0.00 0.05 1.48 0.00
 -------- 06:00 0.05 0.01 0.06 1.49 0.00
 -------- 07:00 0.05 0.01 0.07 1.57 0.01
 21.03.13 08:00 0.07 0.01 0.09 1.56 0.02
 -------- 09:00 0.06 0.01 0.12 1.53 0.02
 -------- 10:00 0.09 0.01 0.08 1.57 0.02
 -------- 11:00 0.07 0.01 0.06 1.52 0.03
 -------- 12:00 0.06 0.01 0.05 1.54 0.02
 21.03.13 13:00 0.06 0.01 0.05 1.54 0.02
 -------- 14:00 0.06 0.01 0.05 1.54 0.02
 -------- 15:00 0.06 0.01 0.04 1.50 0.02
 -------- 16:00 0.06 0.01 0.04 1.67 0.01
 -------- 17:00 0.06 0.01 0.03 1.67 0.01
 21.03.13 18:00 0.06 0.01 0.09 1.49 0.01
 -------- 19:00 0.07 0.01 0.10 1.47 0.01
 -------- 20:00 0.09 0.01 0.17 1.49 0.01
 -------- 21:00 0.08 0.01 0.20 1.50 0.01
 -------- 22:00 0.08 0.01 0.23 1.50 0.01
 21.03.13 23:00 0.09 0.01 0.29 1.51 0.01
 -------- 00:00 0.15 0.01 0.48 1.74 0.17
 -------- 01:00 0.21 0.01 0.55 2.46 0.20
 -------- 02:00 0.15 0.01 0.54 2.42 0.18
 -------- 03:00 0.12 0.01 0.49 2.38 0.08
 22.03.13 04:00 0.09 0.02 0.43 1.73 0.03
 -------- 05:00 0.06 0.01 0.27 1.67 0.01
 -------- 06:00 0.07 0.01 0.26 1.70 0.01
 -------- 07:00 0.09 0.02 0.30 1.83 0.04
 -------- 08:00 0.19 0.01 0.30 1.95 0.05
