 Date Time CO SO2 NO2 CHX NO
 17.03.13 12:00 0.06 0.01 0.05 1.55 0.01
 -------- 13:00 0.06 0.00 0.05 1.53 0.01
 -------- 14:00 0.06 0.00 0.03 1.51 0.01
 -------- 15:00 0.06 0.01 0.03 1.52 0.01
 -------- 16:00 0.06 0.01 0.06 1.53 0.01
 17.03.13 17:00 0.06 0.01 0.08 1.48 0.01
 -------- 18:00 0.07 0.01 0.06 1.48 0.01
 -------- 19:00 0.07 0.01 0.10 1.53 0.01
 -------- 20:00 0.09 0.01 0.22 1.52 0.01
 -------- 21:00 0.11 0.01 0.32 1.51 0.03
 17.03.13 22:00 0.13 0.01 0.39 1.54 0.07
 -------- 23:00 0.10 0.01 0.31 1.68 0.02
 -------- 00:00 0.10 0.01 0.32 1.71 0.02
 -------- 01:00 0.09 0.01 0.34 1.72 0.03
 -------- 02:00 0.08 0.01 0.34 1.82 0.03
 18.03.13 03:00 0.09 0.01 0.34 1.82 0.04
 -------- 04:00 0.09 0.01 0.37 1.76 0.07
 -------- 05:00 0.08 0.01 0.37 1.67 0.08
 -------- 06:00 0.11 0.01 0.39 1.67 0.11
 -------- 07:00 0.13 0.00 0.40 1.64 0.13
 18.03.13 08:00 0.18 0.00 0.44 1.68 0.23
 -------- 09:00 0.18 0.01 0.44 1.69 0.25
 -------- 10:00 0.12 0.01 0.29 1.59 0.08
 -------- 11:00 0.08 0.01 0.19 1.54 0.05
 -------- 12:00 0.10 0.01 0.20 1.60 0.06
 18.03.13 13:00 0.08 0.01 0.13 1.55 0.03
 -------- 14:00 0.07 0.00 0.08 1.51 0.02
 -------- 15:00 0.08 0.00 0.18 1.50 0.04
 -------- 16:00 0.07 0.01 0.14 1.48 0.03
 -------- 17:00 0.07 0.01 0.12 1.47 0.02
 18.03.13 18:00 0.07 0.01 0.14 1.48 0.02
 -------- 19:00 0.07 0.01 0.13 1.47 0.01
 -------- 20:00 0.07 0.01 0.16 1.46 0.01
 -------- 21:00 0.07 0.01 0.14 1.45 0.01
 -------- 22:00 0.07 0.01 0.15 1.45 0.01
 18.03.13 23:00 0.06 0.01 0.18 1.41 0.01
 -------- 00:00 0.06 0.01 0.13 1.38 0.01
 -------- 01:00 0.06 0.01 0.10 1.36 0.00
 -------- 02:00 0.06 0.01 0.13 1.34 0.01
 -------- 03:00 0.06 0.01 0.17 1.33 0.01
 19.03.13 04:00 0.06 0.01 0.14 1.31 0.01
 -------- 05:00 0.05 0.01 0.11 1.29 0.01
 -------- 06:00 0.06 0.01 0.13 1.27 0.01
 -------- 07:00 0.07 0.01 0.13 1.27 0.01
 -------- 08:00 0.09 0.01 0.17 1.27 0.02
 19.03.13 09:00 0.08 0.01 0.15 1.27 0.02
 -------- 10:00 0.08 0.01 0.15 1.22 0.03
 -------- 11:00 0.08 0.01 0.11 1.21 0.02
