 Date Time CO SO2 NO2 CHX NO
 12.04.13 12:00 0.11 0.01 0.25 1.65 0.06
 -------- 13:00 0.10 0.01 0.33 1.59 0.08
 -------- 14:00 0.08 0.01 0.27 1.52 0.06
 -------- 15:00 0.06 0.01 0.16 1.47 0.03
 -------- 16:00 0.07 0.01 0.18 1.49 0.03
 12.04.13 17:00 0.07 0.01 0.20 1.49 0.02
 -------- 18:00 0.06 0.01 0.26 1.49 0.02
 -------- 19:00 0.07 0.01 0.37 1.51 0.03
 -------- 20:00 0.09 0.01 0.33 1.54 0.02
 -------- 21:00 0.15 0.01 0.48 1.65 0.05
 12.04.13 22:00 0.28 0.01 0.53 1.87 0.16
 -------- 23:00 0.39 0.01 0.52 1.88 0.24
 -------- 00:00 0.64 0.01 0.49 2.18 0.40
 -------- 01:00 0.47 0.01 0.50 2.15 0.46
 -------- 02:00 0.47 0.01 0.51 2.21 0.64
 13.04.13 03:00 0.56 0.01 0.56 2.52 1.03
 -------- 04:00 0.57 0.01 0.62 2.64 1.26
 -------- 05:00 0.43 0.01 0.56 2.63 0.91
 -------- 06:00 0.34 0.01 0.51 2.40 0.60
 -------- 07:00 0.25 0.01 0.49 2.07 0.28
 13.04.13 08:00 0.19 0.01 0.47 2.00 0.21
 -------- 09:00 0.18 0.00 0.47 1.92 0.19
 -------- 10:00 0.14 0.00 0.41 1.73 0.11
 -------- 11:00 0.09 0.00 0.23 1.60 0.05
 -------- 12:00 0.07 0.00 0.15 1.54 0.03
 13.04.13 13:00 0.07 0.01 0.11 1.51 0.02
 -------- 14:00 0.07 0.01 0.14 1.52 0.02
 -------- 15:00 0.06 0.01 0.13 1.50 0.02
 -------- 16:00 0.06 0.01 0.13 1.50 0.01
 -------- 17:00 0.07 0.01 0.14 1.51 0.01
 13.04.13 18:00 0.09 0.01 0.19 1.54 0.01
 -------- 19:00 0.08 0.01 0.22 1.53 0.01
 -------- 20:00 0.10 0.01 0.33 1.56 0.02
 -------- 21:00 0.12 0.00 0.34 1.56 0.01
 -------- 22:00 0.12 0.01 0.38 1.58 0.02
 13.04.13 23:00 0.15 0.01 0.51 1.72 0.09
 -------- 00:00 0.14 0.01 0.51 1.71 0.08
 -------- 01:00 0.13 0.01 0.42 1.64 0.03
 -------- 02:00 0.10 0.01 0.32 1.61 0.01
 -------- 03:00 0.10 0.01 0.34 1.63 0.01
 14.04.13 04:00 0.10 0.01 0.34 1.64 0.01
 -------- 05:00 0.08 0.01 0.32 1.59 0.01
 -------- 06:00 0.08 0.01 0.33 1.61 0.01
 -------- 07:00 0.08 0.01 0.36 1.64 0.03
 -------- 08:00 0.09 0.01 0.34 1.62 0.03
 14.04.13 09:00 0.10 0.01 0.34 1.61 0.05
 -------- 10:00 0.11 0.00 0.34 1.63 0.06
 -------- 11:00 0.13 0.01 0.39 1.62 0.09
