 Date Time CO SO2 NO2 CHX NO
 25.02.13 00:00 0.10 0.01 0.39 1.58 0.01
 -------- 01:00 0.10 0.01 0.43 1.60 0.02
 -------- 02:00 0.09 0.01 0.38 4.00 0.01
 -------- 03:00 0.08 0.01 0.33 3.76 0.01
 -------- 04:00 0.08 0.01 0.26 1.58 0.00
 25.02.13 05:00 0.09 0.01 0.36 1.60 0.01
 -------- 06:00 0.11 0.01 0.41 1.62 0.03
 -------- 07:00 0.16 0.01 0.48 1.69 0.11
 -------- 08:00 0.15 0.01 0.46 1.74 0.10
 -------- 09:00 0.19 0.01 0.51 1.73 0.19
 25.02.13 10:00 0.15 0.01 0.45 1.66 0.13
 -------- 11:00 0.12 0.01 0.36 1.67 0.09
 -------- 12:00 0.09 0.01 0.26 1.71 0.04
 -------- 13:00 0.09 0.01 0.28 1.56 0.05
 -------- 14:00 0.07 0.00 0.21 1.55 0.02
 25.02.13 15:00 0.07 0.00 0.18 1.64 0.02
 -------- 16:00 0.08 0.00 0.23 1.51 0.02
 -------- 17:00 0.09 0.00 0.28 1.51 0.03
 -------- 18:00 0.13 0.00 0.38 1.55 0.04
 -------- 19:00 0.14 0.01 0.50 1.77 0.05
 25.02.13 20:00 0.13 0.01 0.47 1.57 0.04
 -------- 21:00 0.12 0.01 0.45 1.57 0.03
 -------- 22:00 0.12 0.01 0.38 2.06 0.02
 -------- 23:00 0.11 0.01 0.34 1.63 0.01
 -------- 00:00 0.10 0.01 0.42 1.63 0.02
 26.02.13 01:00 0.10 0.01 0.47 1.58 0.02
 -------- 02:00 0.09 0.01 0.40 1.58 0.01
 -------- 03:00 0.08 0.01 0.42 1.64 0.01
 -------- 04:00 0.08 0.01 0.33 1.56 0.00
 -------- 05:00 0.09 0.01 0.40 1.69 0.04
 26.02.13 06:00 0.17 0.01 0.49 1.79 0.12
 -------- 07:00 0.13 0.01 0.53 1.63 0.11
 -------- 08:00 0.16 0.01 0.52 1.67 0.13
 -------- 09:00 0.17 0.01 0.53 1.66 0.15
 -------- 10:00 0.16 0.01 0.53 1.73 0.20
 26.02.13 11:00 0.15 0.01 0.48 1.93 0.14
 -------- 12:00 0.13 0.01 0.41 1.80 0.11
 -------- 13:00 0.09 0.01 0.32 1.57 0.07
 -------- 14:00 0.07 0.01 0.29 1.50 0.05
 -------- 15:00 0.08 0.00 0.26 1.51 0.04
 26.02.13 16:00 0.06 0.00 0.25 1.47 0.03
 -------- 17:00 0.08 0.00 0.24 1.44 0.02
 -------- 18:00 0.09 0.01 0.29 1.45 0.02
 -------- 19:00 0.08 0.01 0.30 1.45 0.01
 -------- 20:00 0.07 0.01 0.27 1.43 0.01
 26.02.13 21:00 0.07 0.01 0.26 1.43 0.01
 -------- 22:00 0.06 0.01 0.25 1.43 0.01
 -------- 23:00 0.06 0.01 0.31 1.45 0.01
