 Date Time CO SO2 NO2 CHX NO
 08.01.13 12:00 0.10 0.01 0.13 1.54 0.04
 -------- 13:00 0.11 0.00 0.14 1.58 0.04
 -------- 14:00 0.10 0.01 0.15 1.57 0.04
 -------- 15:00 0.10 0.01 0.15 1.56 0.05
 -------- 16:00 0.09 0.01 0.14 1.57 0.03
 08.01.13 17:00 0.11 0.01 0.18 1.61 0.04
 -------- 18:00 0.11 0.00 0.21 1.61 0.05
 -------- 19:00 0.11 0.01 0.21 1.57 0.05
 -------- 20:00 0.11 0.01 0.21 1.58 0.06
 -------- 21:00 0.10 0.01 0.19 1.58 0.03
 08.01.13 22:00 0.09 0.00 0.18 1.57 0.02
 -------- 23:00 0.08 0.01 0.16 1.55 0.01
 -------- 00:00 0.07 0.01 0.15 1.55 0.01
 -------- 01:00 0.08 0.01 0.19 1.58 0.01
 -------- 02:00 0.06 0.01 0.14 1.54 0.01
 09.01.13 03:00 0.06 0.01 0.14 1.54 0.01
 -------- 04:00 0.06 0.01 0.10 1.54 0.01
 -------- 05:00 0.06 0.01 0.08 1.56 0.01
 -------- 06:00 0.06 0.01 0.14 1.55 0.01
 -------- 07:00 0.11 0.00 0.21 1.54 0.02
 09.01.13 08:00 0.10 0.01 0.26 1.57 0.05
 -------- 09:00 0.09 0.01 0.26 1.83 0.05
 -------- 10:00 0.08 0.01 0.26 1.55 0.05
 -------- 11:00 0.09 0.01 0.24 1.57 0.05
 -------- 12:00 0.09 0.01 0.20 1.94 0.04
 09.01.13 13:00 0.10 0.01 0.25 1.70 0.08
 -------- 14:00 0.13 0.01 0.24 1.87 0.08
 -------- 15:00 0.09 0.01 0.21 2.64 0.04
 -------- 16:00 0.10 0.01 0.29 2.26 0.08
 -------- 17:00 0.09 0.01 0.27 1.97 0.05
 09.01.13 18:00 0.11 0.01 0.28 1.72 0.05
 -------- 19:00 0.10 0.00 0.29 1.57 0.05
 -------- 20:00 0.13 0.01 0.33 1.63 0.12
 -------- 21:00 0.10 0.02 0.30 1.55 0.04
 -------- 22:00 0.08 0.01 0.27 1.53 0.03
 09.01.13 23:00 0.07 0.01 0.25 1.51 0.02
 -------- 00:00 0.06 0.00 0.24 1.50 0.02
 -------- 01:00 0.05 0.01 0.14 1.50 0.01
 -------- 02:00 0.04 0.01 0.11 1.46 0.00
 -------- 03:00 0.04 0.01 0.13 1.47 0.00
 10.01.13 04:00 0.04 0.01 0.13 1.48 0.00
 -------- 05:00 0.05 0.00 0.12 1.48 0.01
 -------- 06:00 0.07 0.01 0.17 1.52 0.01
 -------- 07:00 0.09 0.01 0.20 1.52 0.02
 -------- 08:00 0.11 0.01 0.25 1.56 0.04
 10.01.13 09:00 0.12 0.00 0.29 1.55 0.06
 -------- 10:00 0.12 0.02 0.30 1.58 0.07
 -------- 11:00 0.10 0.01 0.28 1.58 0.07
