 Date Time CO SO2 NO2 CHX NO
 08.01.13 00:00 0.06 0.01 0.07 1.45 0.01
 -------- 01:00 0.07 0.01 0.07 1.45 0.00
 -------- 02:00 0.08 0.01 0.07 1.46 0.00
 -------- 03:00 0.08 0.01 0.07 1.47 0.00
 -------- 04:00 0.08 0.01 0.07 1.59 0.00
 08.01.13 05:00 0.07 0.01 0.07 1.69 0.00
 -------- 06:00 0.07 0.01 0.09 1.64 0.00
 -------- 07:00 0.09 0.01 0.14 1.61 0.01
 -------- 08:00 0.09 0.01 0.15 1.59 0.01
 -------- 09:00 0.08 0.01 0.15 1.55 0.02
 08.01.13 10:00 0.09 0.01 0.18 1.57 0.03
 -------- 11:00 0.09 0.01 0.16 1.56 0.04
 -------- 12:00 0.09 0.01 0.14 1.55 0.04
 -------- 13:00 0.11 0.00 0.14 1.58 0.04
 -------- 14:00 0.10 0.01 0.15 1.57 0.04
 08.01.13 15:00 0.10 0.01 0.15 1.56 0.05
 -------- 16:00 0.09 0.01 0.14 1.57 0.03
 -------- 17:00 0.11 0.01 0.18 1.61 0.04
 -------- 18:00 0.11 0.00 0.21 1.61 0.05
 -------- 19:00 0.11 0.01 0.21 1.57 0.05
 08.01.13 20:00 0.11 0.01 0.21 1.58 0.06
 -------- 21:00 0.10 0.01 0.19 1.58 0.03
 -------- 22:00 0.09 0.00 0.18 1.57 0.02
 -------- 23:00 0.08 0.01 0.16 1.55 0.01
 -------- 00:00 0.07 0.01 0.15 1.55 0.01
 09.01.13 01:00 0.08 0.01 0.19 1.58 0.01
 -------- 02:00 0.06 0.01 0.14 1.54 0.01
 -------- 03:00 0.06 0.01 0.14 1.54 0.01
 -------- 04:00 0.06 0.01 0.10 1.54 0.01
 -------- 05:00 0.06 0.01 0.08 1.56 0.01
 09.01.13 06:00 0.06 0.01 0.14 1.55 0.01
 -------- 07:00 0.11 0.00 0.21 1.54 0.02
 -------- 08:00 0.10 0.01 0.26 1.57 0.05
 -------- 09:00 0.09 0.01 0.26 1.83 0.05
 -------- 10:00 0.08 0.01 0.26 1.55 0.05
 09.01.13 11:00 0.09 0.01 0.24 1.57 0.05
 -------- 12:00 0.09 0.01 0.20 1.94 0.04
 -------- 13:00 0.10 0.01 0.25 1.70 0.08
 -------- 14:00 0.13 0.01 0.24 1.87 0.08
 -------- 15:00 0.09 0.01 0.21 2.64 0.04
 09.01.13 16:00 0.10 0.01 0.29 2.26 0.08
 -------- 17:00 0.09 0.01 0.27 1.97 0.05
 -------- 18:00 0.11 0.01 0.28 1.72 0.05
 -------- 19:00 0.10 0.00 0.29 1.57 0.05
 -------- 20:00 0.13 0.01 0.33 1.63 0.12
 09.01.13 21:00 0.10 0.02 0.30 1.55 0.04
 -------- 22:00 0.08 0.01 0.27 1.53 0.03
 -------- 23:00 0.07 0.01 0.25 1.51 0.02
