 Date Time CO SO2 NO2 CHX NO
 12.01.13 12:00 0.17 0.01 0.27 2.05 0.19
 -------- 13:00 0.17 0.01 0.27 1.84 0.18
 -------- 14:00 0.15 0.01 0.26 1.84 0.13
 -------- 15:00 0.14 0.01 0.27 1.77 0.13
 -------- 16:00 0.13 0.00 0.26 1.73 0.10
 12.01.13 17:00 0.16 0.01 0.28 1.75 0.14
 -------- 18:00 0.19 0.01 0.32 1.84 0.25
 -------- 19:00 0.15 0.01 0.28 1.77 0.13
 -------- 20:00 0.19 0.01 0.31 1.79 0.26
 -------- 21:00 0.25 0.01 0.33 1.84 0.37
 12.01.13 22:00 0.25 0.01 0.34 1.99 0.35
 -------- 23:00 0.19 0.01 0.30 1.84 0.23
 -------- 00:00 0.14 0.02 0.27 2.04 0.16
 -------- 01:00 0.16 0.01 0.28 2.57 0.18
 -------- 02:00 0.13 0.01 0.25 2.40 0.12
 13.01.13 03:00 0.13 0.02 0.26 3.06 0.10
 -------- 04:00 0.14 0.01 0.26 3.66 0.16
 -------- 05:00 0.11 0.01 0.25 2.63 0.13
 -------- 06:00 0.09 0.02 0.24 2.07 0.06
 -------- 07:00 0.08 0.01 0.21 2.41 0.01
 13.01.13 08:00 0.08 0.01 0.20 1.75 0.02
 -------- 09:00 0.08 0.02 0.18 1.79 0.02
 -------- 10:00 0.10 0.01 0.22 1.69 0.06
 -------- 11:00 0.11 0.01 0.22 1.69 0.06
 -------- 12:00 0.11 0.02 0.22 1.70 0.07
 13.01.13 13:00 0.09 0.01 0.18 1.64 0.04
 -------- 14:00 0.08 0.01 0.14 1.96 0.02
 -------- 15:00 0.08 0.01 0.19 2.03 0.03
 -------- 16:00 0.08 0.01 0.18 1.74 0.02
 -------- 17:00 0.08 0.01 0.20 1.66 0.02
 13.01.13 18:00 0.08 0.01 0.20 1.91 0.01
 -------- 19:00 0.08 0.00 0.22 1.98 0.01
 -------- 20:00 0.07 0.01 0.18 1.71 0.01
 -------- 21:00 0.07 0.01 0.18 1.65 0.01
 -------- 22:00 0.07 0.01 0.19 1.66 0.01
 13.01.13 23:00 0.07 0.01 0.18 1.70 0.01
 -------- 00:00 0.06 0.01 0.18 1.67 0.01
 -------- 01:00 0.06 0.01 0.19 1.70 0.01
 -------- 02:00 0.06 0.01 0.17 1.69 0.00
 -------- 03:00 0.06 0.01 0.17 1.80 0.00
 14.01.13 04:00 0.06 0.01 0.16 2.39 0.00
 -------- 05:00 0.06 0.01 0.17 2.11 0.01
 -------- 06:00 0.13 0.01 0.18 2.16 0.01
 -------- 07:00 0.08 0.01 0.20 1.86 0.01
 -------- 08:00 0.12 0.01 0.24 1.71 0.04
 14.01.13 09:00 0.09 0.01 0.23 2.02 0.02
 -------- 10:00 0.11 0.01 0.30 1.68 0.10
 -------- 11:00 0.09 0.01 0.24 1.90 0.04
