 Date Time CO SO2 NO2 CHX NO
 11.01.13 00:00 0.08 0.01 0.31 1.56 0.04
 -------- 01:00 0.08 0.01 0.30 1.55 0.02
 -------- 02:00 0.08 0.01 0.31 1.56 0.02
 -------- 03:00 0.09 0.01 0.33 1.62 0.06
 -------- 04:00 0.07 0.00 0.33 1.58 0.03
 11.01.13 05:00 0.09 0.01 0.30 1.60 0.02
 -------- 06:00 0.09 0.01 0.30 1.60 0.03
 -------- 07:00 0.18 0.01 0.34 1.71 0.10
 -------- 08:00 0.18 0.00 0.35 1.65 0.12
 -------- 09:00 0.15 0.01 0.37 1.65 0.13
 11.01.13 10:00 0.14 0.01 0.37 1.66 0.14
 -------- 11:00 0.14 0.01 0.36 1.66 0.14
 -------- 12:00 0.13 0.00 0.34 1.66 0.13
 -------- 13:00 0.15 0.01 0.32 1.71 0.15
 -------- 14:00 0.12 0.01 0.31 1.73 0.13
 11.01.13 15:00 0.13 0.01 0.31 1.76 0.13
 -------- 16:00 0.14 0.01 0.33 1.79 0.14
 -------- 17:00 0.11 0.01 0.31 1.66 0.06
 -------- 18:00 0.12 0.01 0.32 1.66 0.05
 -------- 19:00 0.11 0.01 0.31 1.66 0.05
 11.01.13 20:00 0.11 0.01 0.31 1.63 0.05
 -------- 21:00 0.11 0.00 0.29 1.63 0.04
 -------- 22:00 0.10 0.01 0.29 1.63 0.05
 -------- 23:00 0.10 0.01 0.28 1.64 0.04
 -------- 00:00 0.10 0.00 0.27 1.62 0.03
 12.01.13 01:00 0.09 0.00 0.24 1.62 0.02
 -------- 02:00 0.09 0.02 0.25 1.63 0.02
 -------- 03:00 0.08 0.02 0.19 1.59 0.01
 -------- 04:00 0.08 0.01 0.16 1.57 0.01
 -------- 05:00 0.08 0.01 0.14 1.60 0.01
 12.01.13 06:00 0.07 0.01 0.20 1.61 0.01
 -------- 07:00 0.09 0.01 0.23 1.63 0.02
 -------- 08:00 0.13 0.01 0.23 1.69 0.02
 -------- 09:00 0.11 0.01 0.26 1.73 0.06
 -------- 10:00 0.12 0.01 0.26 1.76 0.11
 12.01.13 11:00 0.14 0.01 0.26 2.51 0.16
 -------- 12:00 0.17 0.01 0.27 2.46 0.18
 -------- 13:00 0.17 0.01 0.27 1.84 0.18
 -------- 14:00 0.15 0.01 0.26 1.84 0.13
 -------- 15:00 0.14 0.01 0.27 1.77 0.13
 12.01.13 16:00 0.13 0.00 0.26 1.73 0.10
 -------- 17:00 0.16 0.01 0.28 1.75 0.14
 -------- 18:00 0.19 0.01 0.32 1.84 0.25
 -------- 19:00 0.15 0.01 0.28 1.77 0.13
 -------- 20:00 0.19 0.01 0.31 1.79 0.26
 12.01.13 21:00 0.25 0.01 0.33 1.84 0.37
 -------- 22:00 0.25 0.01 0.34 1.99 0.35
 -------- 23:00 0.19 0.01 0.30 1.84 0.23
