 Date Time CO SO2 NO2 CHX NO
 10.01.13 12:00 0.11 0.01 0.26 1.62 0.09
 -------- 13:00 0.10 0.01 0.26 1.61 0.08
 -------- 14:00 0.10 0.01 0.26 1.61 0.09
 -------- 15:00 0.15 0.01 0.31 1.81 0.10
 -------- 16:00 0.11 0.01 0.30 1.60 0.08
 10.01.13 17:00 0.11 0.01 0.31 1.59 0.09
 -------- 18:00 0.11 0.00 0.32 1.57 0.07
 -------- 19:00 0.11 0.01 0.30 1.58 0.05
 -------- 20:00 0.09 0.01 0.25 1.54 0.03
 -------- 21:00 0.10 0.01 0.24 1.54 0.03
 10.01.13 22:00 0.09 0.01 0.27 1.56 0.04
 -------- 23:00 0.09 0.01 0.26 1.54 0.04
 -------- 00:00 0.08 0.01 0.30 1.56 0.04
 -------- 01:00 0.08 0.01 0.30 1.55 0.02
 -------- 02:00 0.08 0.01 0.31 1.56 0.02
 11.01.13 03:00 0.09 0.01 0.33 1.62 0.06
 -------- 04:00 0.07 0.00 0.33 1.58 0.03
 -------- 05:00 0.09 0.01 0.30 1.60 0.02
 -------- 06:00 0.09 0.01 0.30 1.60 0.03
 -------- 07:00 0.18 0.01 0.34 1.71 0.10
 11.01.13 08:00 0.18 0.00 0.35 1.65 0.12
 -------- 09:00 0.15 0.01 0.37 1.65 0.13
 -------- 10:00 0.14 0.01 0.37 1.66 0.14
 -------- 11:00 0.14 0.01 0.36 1.66 0.14
 -------- 12:00 0.13 0.00 0.34 1.66 0.13
 11.01.13 13:00 0.15 0.01 0.32 1.71 0.15
 -------- 14:00 0.12 0.01 0.31 1.73 0.13
 -------- 15:00 0.13 0.01 0.31 1.76 0.13
 -------- 16:00 0.14 0.01 0.33 1.79 0.14
 -------- 17:00 0.11 0.01 0.31 1.66 0.06
 11.01.13 18:00 0.12 0.01 0.32 1.66 0.05
 -------- 19:00 0.11 0.01 0.31 1.66 0.05
 -------- 20:00 0.11 0.01 0.31 1.63 0.05
 -------- 21:00 0.11 0.00 0.29 1.63 0.04
 -------- 22:00 0.10 0.01 0.29 1.63 0.05
 11.01.13 23:00 0.10 0.01 0.28 1.64 0.04
 -------- 00:00 0.10 0.00 0.27 1.62 0.03
 -------- 01:00 0.09 0.00 0.24 1.62 0.02
 -------- 02:00 0.09 0.02 0.25 1.63 0.02
 -------- 03:00 0.08 0.02 0.19 1.59 0.01
 12.01.13 04:00 0.08 0.01 0.16 1.57 0.01
 -------- 05:00 0.08 0.01 0.14 1.60 0.01
 -------- 06:00 0.07 0.01 0.20 1.61 0.01
 -------- 07:00 0.09 0.01 0.23 1.63 0.02
 -------- 08:00 0.13 0.01 0.23 1.69 0.02
 12.01.13 09:00 0.11 0.01 0.26 1.73 0.06
 -------- 10:00 0.12 0.01 0.26 1.76 0.11
 -------- 11:00 0.14 0.01 0.26 2.51 0.16
