 Date Time CO SO2 NO2 CHX NO
 08.05.13 12:00 0.08 0.01 0.11 1.61 0.03
 -------- 13:00 0.06 0.01 0.06 1.52 0.01
 -------- 14:00 0.06 0.01 0.06 1.51 0.01
 -------- 15:00 0.05 0.01 0.04 1.52 0.00
 -------- 16:00 0.05 0.01 0.04 1.54 0.00
 08.05.13 17:00 0.06 0.01 0.06 1.53 0.01
 -------- 18:00 0.06 0.01 0.04 1.51 0.00
 -------- 19:00 0.06 0.01 0.06 1.48 0.01
 -------- 20:00 0.07 0.01 0.11 1.50 0.01
 -------- 21:00 0.09 0.01 0.20 1.52 0.01
 08.05.13 22:00 0.17 0.00 0.37 1.70 0.06
 -------- 23:00 0.27 0.01 0.44 1.94 0.22
 -------- 00:00 0.45 0.01 0.46 3.10 0.59
 -------- 01:00 0.37 0.01 0.44 4.67 0.60
 -------- 02:00 0.33 0.01 0.41 3.29 0.55
 09.05.13 03:00 0.31 0.01 0.36 2.67 0.52
 -------- 04:00 0.26 0.01 0.33 2.38 0.45
 -------- 05:00 0.28 0.01 0.30 2.42 0.51
 -------- 06:00 0.29 0.01 0.28 2.55 0.59
 -------- 07:00 0.30 0.01 0.27 2.26 0.49
 09.05.13 08:00 0.14 0.01 0.24 1.77 0.18
 -------- 09:00 0.11 0.01 0.20 1.73 0.12
 -------- 10:00 0.09 0.01 0.20 1.69 0.08
 -------- 11:00 0.07 0.01 0.19 1.62 0.06
 -------- 12:00 0.07 0.01 0.14 1.58 0.04
 09.05.13 13:00 0.05 0.01 0.08 1.57 0.02
 -------- 14:00 0.07 0.01 0.07 1.53 0.01
 -------- 15:00 0.07 0.01 0.08 1.53 0.01
 -------- 16:00 0.08 0.01 0.08 1.50 0.01
 -------- 17:00 0.06 0.01 0.06 1.48 0.00
 09.05.13 18:00 0.07 0.01 0.07 1.49 0.01
 -------- 19:00 0.07 0.01 0.07 1.57 0.01
 -------- 20:00 0.08 0.01 0.13 1.64 0.01
 -------- 21:00 0.13 0.01 0.18 2.47 0.01
 -------- 22:00 0.22 0.01 0.38 2.79 0.08
 09.05.13 23:00 0.39 0.01 0.43 2.79 0.30
 -------- 00:00 0.45 0.01 0.42 2.78 0.39
 -------- 01:00 0.49 0.01 0.40 2.63 0.46
 -------- 02:00 0.57 0.01 0.41 2.56 0.63
 -------- 03:00 0.43 0.00 0.40 2.35 0.42
 10.05.13 04:00 0.20 0.01 0.30 1.88 0.12
 -------- 05:00 0.15 0.01 0.22 1.81 0.08
 -------- 06:00 0.12 0.01 0.21 1.73 0.05
 -------- 07:00 0.10 0.01 0.20 1.66 0.04
 -------- 08:00 0.08 0.01 0.19 1.62 0.04
 10.05.13 09:00 0.09 0.01 0.18 1.60 0.03
 -------- 10:00 0.10 0.01 0.16 1.58 0.02
 -------- 11:00 0.08 0.01 0.11 1.52 0.01
