 Date Time CO SO2 NO2 CHX NO
 03.03.13 12:00 0.08 0.01 0.29 1.56 0.05
 -------- 13:00 0.07 0.01 0.28 1.55 0.06
 -------- 14:00 0.09 0.01 0.34 1.61 0.08
 -------- 15:00 0.08 0.01 0.26 1.55 0.06
 -------- 16:00 0.06 0.01 0.21 1.51 0.03
 03.03.13 17:00 0.07 0.01 0.21 1.51 0.03
 -------- 18:00 0.07 0.01 0.20 1.51 0.02
 -------- 19:00 0.07 0.01 0.22 1.55 0.01
 -------- 20:00 0.09 0.01 0.21 1.57 0.01
 -------- 21:00 0.07 0.01 0.20 1.53 0.01
 03.03.13 22:00 0.08 0.01 0.16 1.56 0.01
 -------- 23:00 0.06 0.00 0.14 1.45 0.00
 -------- 00:00 0.09 0.01 0.14 1.47 0.01
 -------- 01:00 0.06 0.01 0.13 1.49 0.00
 -------- 02:00 0.06 0.01 0.14 1.47 0.00
 04.03.13 03:00 0.06 0.01 0.16 1.49 0.00
 -------- 04:00 0.09 0.00 0.20 1.49 0.02
 -------- 05:00 0.07 0.01 0.18 1.49 0.01
 -------- 06:00 0.06 0.01 0.21 1.52 0.02
 -------- 07:00 0.19 0.01 0.25 1.61 0.02
 04.03.13 08:00 0.10 0.00 0.23 1.53 0.03
 -------- 09:00 0.08 0.01 0.26 1.55 0.03
 -------- 10:00 0.08 0.01 0.23 1.53 0.03
 -------- 11:00 0.07 0.01 0.19 1.52 0.03
 -------- 12:00 0.07 0.01 0.18 1.50 0.03
 04.03.13 13:00 0.06 0.01 0.14 1.49 0.02
 -------- 14:00 0.06 0.01 0.14 1.46 0.02
 -------- 15:00 0.06 0.01 0.12 1.45 0.02
 -------- 16:00 0.06 0.01 0.12 1.44 0.02
 -------- 17:00 0.06 0.01 0.13 1.45 0.01
 04.03.13 18:00 0.08 0.01 0.24 1.47 0.03
 -------- 19:00 0.09 0.01 0.25 1.48 0.02
 -------- 20:00 0.08 0.01 0.26 1.48 0.01
 -------- 21:00 0.09 0.01 0.37 1.49 0.03
 -------- 22:00 0.08 0.01 0.34 1.48 0.03
 04.03.13 23:00 0.09 0.01 0.29 1.49 0.02
 -------- 00:00 0.11 0.00 0.39 1.51 0.05
 -------- 01:00 0.08 0.01 0.40 1.49 0.05
 -------- 02:00 0.07 0.01 0.37 1.49 0.02
 -------- 03:00 0.06 0.01 0.29 1.52 0.01
 05.03.13 04:00 0.10 0.02 0.45 1.80 0.14
 -------- 05:00 0.09 0.02 0.43 1.86 0.09
 -------- 06:00 0.17 0.01 0.51 2.05 0.27
 -------- 07:00 0.35 0.01 0.58 3.10 0.55
 -------- 08:00 0.31 0.01 0.59 4.30 0.43
 05.03.13 09:00 0.19 0.01 0.52 2.90 0.21
 -------- 10:00 0.18 0.00 0.49 2.56 0.21
 -------- 11:00 0.17 0.01 0.49 2.19 0.20
