 Date Time CO SO2 NO2 CHX NO
 06.02.13 12:00 0.10 0.01 0.28 1.48 0.05
 -------- 13:00 0.09 0.01 0.26 1.47 0.04
 -------- 14:00 0.11 0.00 0.31 1.52 0.05
 -------- 15:00 0.15 0.00 0.38 1.66 0.07
 -------- 16:00 0.14 0.01 0.42 1.67 0.07
 06.02.13 17:00 0.13 0.01 0.39 1.57 0.05
 -------- 18:00 0.13 0.01 0.32 1.56 0.04
 -------- 19:00 0.13 0.01 0.27 1.55 0.03
 -------- 20:00 0.11 0.01 0.26 1.55 0.03
 -------- 21:00 0.11 0.01 0.29 1.58 0.03
 06.02.13 22:00 0.10 0.01 0.25 1.53 0.02
 -------- 23:00 0.09 0.01 0.22 1.51 0.01
 -------- 00:00 0.08 0.00 0.23 1.50 0.01
 -------- 01:00 0.10 0.01 0.27 1.55 0.01
 -------- 02:00 0.08 0.01 0.25 1.52 0.01
 07.02.13 03:00 0.07 0.01 0.21 1.51 0.00
 -------- 04:00 0.07 0.01 0.22 1.52 0.01
 -------- 05:00 0.07 0.01 0.24 1.52 0.01
 -------- 06:00 0.08 0.01 0.25 1.50 0.01
 -------- 07:00 0.11 0.01 0.28 1.54 0.04
 07.02.13 08:00 0.15 0.01 0.32 1.61 0.06
 -------- 09:00 0.15 0.01 0.33 1.59 0.07
 -------- 10:00 0.14 0.01 0.33 1.56 0.07
 -------- 11:00 0.14 0.01 0.31 1.57 0.08
 -------- 12:00 0.13 0.01 0.32 1.57 0.09
 07.02.13 13:00 0.14 0.01 0.32 1.63 0.10
 -------- 14:00 0.13 0.01 0.31 1.57 0.08
 -------- 15:00 0.15 0.01 0.35 1.62 0.10
 -------- 16:00 0.14 0.01 0.36 1.58 0.10
 -------- 17:00 0.14 0.00 0.34 1.58 0.08
 07.02.13 18:00 0.12 0.01 0.35 1.57 0.07
 -------- 19:00 0.13 0.01 0.32 1.55 0.05
 -------- 20:00 0.11 0.01 0.29 1.54 0.03
 -------- 21:00 0.11 0.01 0.25 1.53 0.03
 -------- 22:00 0.11 0.01 0.26 1.52 0.03
 07.02.13 23:00 0.08 0.01 0.24 1.51 0.02
 -------- 00:00 0.07 0.01 0.26 1.53 0.02
 -------- 01:00 0.06 0.01 0.25 1.52 0.01
 -------- 02:00 0.07 0.01 0.27 1.52 0.02
 -------- 03:00 0.08 0.01 0.25 1.50 0.01
 08.02.13 04:00 0.07 0.01 0.18 1.48 0.01
 -------- 05:00 0.07 0.01 0.19 1.49 0.01
 -------- 06:00 0.09 0.01 0.28 1.53 0.03
 -------- 07:00 0.10 0.01 0.34 1.55 0.05
 -------- 08:00 0.11 0.01 0.30 1.54 0.04
 08.02.13 09:00 0.13 0.01 0.31 1.57 0.07
 -------- 10:00 0.13 0.01 0.31 1.58 0.08
 -------- 11:00 0.13 0.01 0.32 1.60 0.11
