 Date Time CO SO2 NO2 CHX NO
 19.01.13 12:00 0.14 0.01 0.31 2.25 0.18
 -------- 13:00 0.13 0.01 0.29 2.08 0.17
 -------- 14:00 0.15 0.01 0.32 2.44 0.21
 -------- 15:00 0.13 0.01 0.28 2.40 0.13
 -------- 16:00 0.13 0.00 0.29 2.21 0.11
 19.01.13 17:00 0.12 0.01 0.32 1.84 0.11
 -------- 18:00 0.30 0.01 0.36 2.93 0.30
 -------- 19:00 0.38 0.01 0.38 2.71 0.53
 -------- 20:00 0.32 0.01 0.42 2.19 0.57
 -------- 21:00 0.28 0.01 0.41 2.09 0.47
 19.01.13 22:00 0.33 0.01 0.47 2.17 0.73
 -------- 23:00 0.43 0.01 0.62 2.42 1.08
