 Date Time CO NO2 NO
 22.09.12 00:00 0.04 0.05 0.03
 -------- 01:00 0.04 0.05 0.03
 -------- 02:00 0.04 0.05 0.03
 -------- 03:00 0.02 0.04 0.03
 -------- 04:00 0.02 0.04 0.03
 22.09.12 05:00 0.02 0.03 0.02
 -------- 06:00 0.03 0.03 0.02
 -------- 07:00 0.03 0.03 0.02
 -------- 08:00 0.03 0.04 0.02
 -------- 09:00 0.04 0.04 0.02
 22.09.12 10:00 0.04 0.04 0.02
 -------- 11:00 0.05 0.04 0.02
 -------- 12:00 0.04 0.05 0.02
 -------- 13:00 0.04 0.05 0.02
 -------- 14:00 0.04 0.05 0.02
 22.09.12 15:00 0.04 0.05 0.02
 -------- 16:00 0.04 0.06 0.02
 -------- 17:00 0.07 0.09 0.02
 -------- 18:00 0.06 0.11 0.03
 -------- 19:00 0.06 0.07 0.03
 22.09.12 20:00 0.06 0.09 0.03
 -------- 21:00 0.06 0.08 0.03
 -------- 22:00 0.08 0.14 0.04
 -------- 23:00 0.10 0.19 0.07
 -------- 00:00 0.13 0.19 0.10
 23.09.12 01:00 0.11 0.18 0.10
 -------- 02:00 0.10 0.16 0.09
 -------- 03:00 0.09 0.14 0.07
 -------- 04:00 0.08 0.13 0.08
 -------- 05:00 0.08 0.14 0.08
 23.09.12 06:00 0.07 0.12 0.06
 -------- 07:00 0.07 0.13 0.07
 -------- 08:00 0.11 0.15 0.14
 -------- 09:00 0.11 0.19 0.12
 -------- 10:00 0.09 0.18 0.10
 23.09.12 11:00 0.09 0.19 0.10
 -------- 12:00 0.11 0.20 0.11
 -------- 13:00 0.11 0.17 0.11
 -------- 14:00 0.11 0.14 0.09
 -------- 15:00 0.10 0.11 0.08
 23.09.12 16:00 0.08 0.10 0.07
 -------- 17:00 0.09 0.10 0.09
 -------- 18:00 0.11 0.10 0.08
 -------- 19:00 0.08 0.10 0.09
 -------- 20:00 0.09 0.09 0.08
 23.09.12 21:00 0.06 0.08 0.06
 -------- 22:00 0.05 0.08 0.05
 -------- 23:00 0.04 0.07 0.04
 -------- 00:00 0.04 0.05 0.04
