 Date Time CO NO2 NO
 31.01.13 00:00 ---- 0.09 0.04
 -------- 01:00 ---- 0.07 0.02
 -------- 02:00 ---- 0.05 0.03
 -------- 03:00 ---- 0.05 0.02
 -------- 04:00 ---- 0.05 0.02
 31.01.13 05:00 ---- 0.06 0.03
 -------- 06:00 ---- 0.09 0.04
 -------- 07:00 0.02 0.11 0.05
 -------- 08:00 0.02 0.12 0.07
 -------- 09:00 0.02 0.12 0.07
 31.01.13 10:00 0.02 0.13 0.09
 -------- 11:00 0.02 0.14 0.10
 -------- 12:00 ---- 0.13 0.09
 -------- 13:00 ---- 0.12 0.07
 -------- 14:00 ---- 0.10 0.05
 31.01.13 15:00 ---- 0.11 0.05
 -------- 16:00 ---- 0.13 0.06
 -------- 17:00 ---- 0.12 0.05
 -------- 18:00 ---- 0.12 0.04
 -------- 19:00 ---- 0.12 0.04
 31.01.13 20:00 ---- 0.12 0.04
 -------- 21:00 ---- 0.09 0.04
 -------- 22:00 ---- 0.09 0.04
 -------- 23:00 ---- 0.10 0.03
 -------- 00:00 ---- 0.08 0.03
 01.02.13 01:00 ---- 0.07 0.02
 -------- 02:00 ---- 0.09 0.02
 -------- 03:00 ---- 0.10 0.03
 -------- 04:00 ---- 0.09 0.03
 -------- 05:00 ---- 0.09 0.03
 01.02.13 06:00 ---- 0.10 0.04
 -------- 07:00 0.02 0.12 0.05
 -------- 08:00 0.03 0.14 0.08
 -------- 09:00 0.03 0.14 0.08
 -------- 10:00 0.02 0.15 0.10
 01.02.13 11:00 0.02 0.13 0.08
 -------- 12:00 0.02 0.13 0.07
 -------- 13:00 0.02 0.14 0.08
 -------- 14:00 0.02 0.15 0.09
 -------- 15:00 0.04 0.17 0.09
 01.02.13 16:00 0.04 0.18 0.12
 -------- 17:00 0.04 0.18 0.10
 -------- 18:00 ---- 0.16 0.08
 -------- 19:00 ---- 0.14 0.06
 -------- 20:00 ---- 0.13 0.06
 01.02.13 21:00 ---- 0.12 0.06
 -------- 22:00 ---- 0.11 0.05
 -------- 23:00 ---- 0.09 0.05
