 Date Time CO NO2 NO
 26.12.12 12:00 0.02 0.15 0.05
 -------- 13:00 0.02 0.15 0.06
 -------- 14:00 0.02 0.15 0.07
 -------- 15:00 ---- 0.15 0.06
 -------- 16:00 ---- 0.16 0.06
 26.12.12 17:00 ---- 0.15 0.06
 -------- 18:00 0.02 0.14 0.06
 -------- 19:00 0.02 0.12 0.05
 -------- 20:00 ---- 0.10 0.04
 -------- 21:00 ---- 0.07 0.03
 26.12.12 22:00 ---- 0.07 0.03
 -------- 23:00 ---- 0.05 0.02
 -------- 00:00 ---- 0.05 0.02
 -------- 01:00 ---- 0.05 0.03
 -------- 02:00 ---- 0.05 0.03
 27.12.12 03:00 ---- 0.05 0.04
 -------- 04:00 ---- 0.05 0.03
 -------- 05:00 ---- 0.06 0.03
 -------- 06:00 ---- 0.06 0.04
 -------- 07:00 0.02 0.10 0.09
 27.12.12 08:00 0.03 0.11 0.10
 -------- 09:00 0.04 0.11 0.09
 -------- 10:00 0.03 0.10 0.08
 -------- 11:00 0.02 0.12 0.11
 -------- 12:00 0.02 0.12 0.11
 27.12.12 13:00 0.02 0.13 0.12
 -------- 14:00 0.02 0.13 0.11
 -------- 15:00 0.04 0.14 0.13
 -------- 16:00 0.04 0.13 0.12
 -------- 17:00 0.06 0.14 0.14
 27.12.12 18:00 0.06 0.14 0.16
 -------- 19:00 0.06 0.14 0.12
 -------- 20:00 0.05 0.11 0.09
 -------- 21:00 ---- 0.09 0.08
 -------- 22:00 ---- 0.08 0.05
 27.12.12 23:00 ---- 0.09 0.06
 -------- 00:00 ---- 0.08 0.05
 -------- 01:00 ---- 0.06 0.05
 -------- 02:00 ---- 0.06 0.04
 -------- 03:00 ---- 0.08 0.06
 28.12.12 04:00 ---- 0.09 0.05
 -------- 05:00 ---- 0.10 0.05
 -------- 06:00 ---- 0.10 0.06
 -------- 07:00 0.02 0.09 0.07
 -------- 08:00 0.03 0.09 0.08
 28.12.12 09:00 0.04 0.10 0.08
 -------- 10:00 0.04 0.10 0.08
 -------- 11:00 0.03 0.10 0.11
