 Date Time CO NO2 NO
 11.02.13 11:00 0.04 0.09 0.08
 -------- 12:00 0.03 0.10 0.09
 -------- 13:00 0.02 0.12 0.07
 -------- 14:00 0.02 0.14 0.05
 -------- 15:00 ---- 0.12 0.04
 11.02.13 16:00 ---- 0.11 0.03
 -------- 17:00 ---- 0.12 0.03
 -------- 18:00 ---- 0.13 0.03
 -------- 19:00 ---- 0.14 0.05
 -------- 20:00 ---- 0.13 0.07
 11.02.13 21:00 0.02 0.15 0.14
 -------- 22:00 0.02 0.14 0.12
 -------- 23:00 ---- 0.12 0.07
 -------- 00:00 ---- 0.11 0.07
 -------- 01:00 ---- 0.12 0.06
 12.02.13 02:00 ---- 0.12 0.02
 -------- 03:00 ---- 0.12 0.02
 -------- 04:00 ---- 0.11 0.02
 -------- 05:00 ---- 0.13 0.03
 -------- 06:00 ---- 0.12 0.02
 12.02.13 07:00 ---- 0.07 0.01
 -------- 08:00 ---- 0.05 0.01
 -------- 09:00 ---- 0.05 0.01
 -------- 10:00 ---- 0.06 0.01
 -------- 11:00 ---- 0.05 0.01
 12.02.13 12:00 ---- 0.04 0.01
 -------- 13:00 ---- 0.05 0.02
 -------- 14:00 ---- 0.06 0.02
 -------- 15:00 ---- 0.05 0.01
 -------- 16:00 ---- 0.06 0.01
 12.02.13 17:00 ---- 0.05 0.01
 -------- 18:00 ---- 0.07 0.02
 -------- 19:00 ---- 0.05 0.01
 -------- 20:00 ---- 0.05 0.01
 -------- 21:00 ---- 0.05 0.01
 12.02.13 22:00 ---- 0.06 0.01
 -------- 23:00 ---- 0.06 0.01
 -------- 00:00 ---- 0.05 0.01
 -------- 01:00 ---- 0.05 0.01
 -------- 02:00 ---- 0.05 0.01
 13.02.13 03:00 ---- 0.05 0.01
 -------- 04:00 ---- 0.06 0.01
 -------- 05:00 ---- 0.07 0.01
 -------- 06:00 ---- 0.08 0.01
 -------- 07:00 0.02 0.10 0.01
 13.02.13 08:00 0.02 0.11 0.02
 -------- 09:00 0.02 0.10 0.02
 -------- 10:00 0.02 0.11 0.03
