 Date Time CO NO2 NO
 11.01.13 00:00 ---- 0.09 0.03
 -------- 01:00 ---- 0.08 0.03
 -------- 02:00 ---- 0.08 0.02
 -------- 03:00 ---- 0.11 0.03
 -------- 04:00 ---- 0.11 0.03
 11.01.13 05:00 ---- 0.11 0.03
 -------- 06:00 ---- 0.14 0.04
 -------- 07:00 0.05 0.15 0.05
 -------- 08:00 0.06 0.17 0.08
 -------- 09:00 0.07 0.18 0.12
 11.01.13 10:00 0.07 0.18 0.16
 -------- 11:00 0.06 0.19 0.17
 -------- 12:00 ---- 0.18 0.14
 -------- 13:00 ---- 0.17 0.12
 -------- 14:00 ---- 0.16 0.10
 11.01.13 15:00 ---- 0.17 0.11
 -------- 16:00 ---- 0.14 0.06
 -------- 17:00 ---- 0.14 0.04
 -------- 18:00 ---- 0.16 0.04
 -------- 19:00 ---- 0.15 0.03
 11.01.13 20:00 ---- 0.13 0.02
 -------- 21:00 ---- 0.13 0.03
 -------- 22:00 ---- 0.14 0.04
 -------- 23:00 ---- 0.13 0.03
 -------- 00:00 ---- 0.12 0.02
 12.01.13 01:00 ---- 0.10 0.02
 -------- 02:00 ---- 0.08 0.01
 -------- 03:00 ---- 0.07 0.01
 -------- 04:00 ---- 0.06 0.01
 -------- 05:00 ---- 0.07 0.01
 12.01.13 06:00 ---- 0.06 0.01
 -------- 07:00 0.02 0.07 0.01
 -------- 08:00 ---- 0.08 0.02
 -------- 09:00 ---- 0.08 0.01
 -------- 10:00 ---- 0.09 0.02
 12.01.13 11:00 ---- 0.08 0.02
 -------- 12:00 ---- 0.08 0.04
 -------- 13:00 ---- 0.09 0.05
 -------- 14:00 ---- 0.10 0.05
 -------- 15:00 ---- 0.09 0.04
 12.01.13 16:00 ---- 0.09 0.04
 -------- 17:00 ---- 0.10 0.05
 -------- 18:00 0.03 0.13 0.16
 -------- 19:00 0.03 0.12 0.07
 -------- 20:00 0.02 0.12 0.07
 12.01.13 21:00 0.02 0.12 0.07
 -------- 22:00 0.02 0.11 0.08
 -------- 23:00 0.02 0.10 0.07
