 Date Time CO NO2 NO
 17.10.12 00:00 0.10 0.14 0.14
 -------- 01:00 0.10 0.15 0.14
 -------- 02:00 0.09 0.15 0.14
 -------- 03:00 0.08 0.14 0.13
 -------- 04:00 0.06 0.13 0.13
 17.10.12 05:00 0.06 0.13 0.12
 -------- 06:00 0.07 0.13 0.10
 -------- 07:00 0.07 0.12 0.10
 -------- 08:00 0.11 0.14 0.16
 -------- 09:00 0.16 0.12 0.20
 17.10.12 10:00 0.17 0.13 0.27
 -------- 11:00 0.16 0.14 0.27
 -------- 12:00 0.14 0.13 0.23
 -------- 13:00 0.13 0.13 0.21
 -------- 14:00 0.13 0.14 0.21
 17.10.12 15:00 0.13 0.18 0.20
 -------- 16:00 0.08 0.16 0.11
 -------- 17:00 0.09 0.20 0.10
 -------- 18:00 0.11 0.22 0.14
 -------- 19:00 0.15 0.22 0.20
 17.10.12 20:00 0.14 0.21 0.18
 -------- 21:00 0.11 0.18 0.11
 -------- 22:00 0.09 0.17 0.10
 -------- 23:00 0.09 0.18 0.09
 -------- 00:00 0.09 0.17 0.09
 18.10.12 01:00 0.07 0.13 0.08
 -------- 02:00 0.06 0.10 0.08
 -------- 03:00 0.05 0.08 0.08
 -------- 04:00 0.07 0.07 0.11
 -------- 05:00 0.08 0.07 0.13
 18.10.12 06:00 0.09 0.06 0.12
 -------- 07:00 0.21 0.07 0.36
 -------- 08:00 0.24 0.10 0.29
 -------- 09:00 0.09 0.09 0.12
 -------- 10:00 0.06 0.07 0.08
 18.10.12 11:00 0.04 0.07 0.07
 -------- 12:00 0.04 0.06 0.06
 -------- 13:00 0.04 0.07 0.05
 -------- 14:00 0.04 0.08 0.05
 -------- 15:00 0.05 0.09 0.05
 18.10.12 16:00 0.05 0.09 0.05
 -------- 17:00 0.06 0.10 0.06
 -------- 18:00 0.06 0.10 0.07
 -------- 19:00 0.05 0.09 0.06
 -------- 20:00 0.04 0.08 0.05
 18.10.12 21:00 0.04 0.07 0.05
 -------- 22:00 0.04 0.06 0.04
 -------- 23:00 0.04 0.07 0.04
