 Date Time CO NO2 NO
 06.12.12 12:00 0.09 0.14 0.10
 -------- 13:00 0.09 0.14 0.09
 -------- 14:00 0.09 0.14 0.10
 -------- 15:00 0.11 0.16 0.12
 -------- 16:00 0.10 0.18 0.11
 06.12.12 17:00 0.11 0.18 0.11
 -------- 18:00 0.11 0.19 0.14
 -------- 19:00 0.09 0.18 0.12
 -------- 20:00 0.15 0.16 0.07
 -------- 21:00 0.09 0.16 0.06
 06.12.12 22:00 0.06 0.16 0.07
 -------- 23:00 0.06 0.15 0.07
 -------- 00:00 0.05 0.14 0.05
 -------- 01:00 0.04 0.12 0.03
 -------- 02:00 0.04 0.12 0.02
 07.12.12 03:00 0.04 0.10 0.02
 -------- 04:00 0.04 0.07 0.01
 -------- 05:00 0.04 0.10 0.02
 -------- 06:00 0.04 0.10 0.02
 -------- 07:00 0.05 0.10 0.02
 07.12.12 08:00 0.07 0.14 0.03
 -------- 09:00 0.07 0.15 0.05
 -------- 10:00 0.11 0.15 0.07
 -------- 11:00 0.08 0.15 0.06
 -------- 12:00 0.09 0.14 0.07
 07.12.12 13:00 0.09 0.16 0.10
 -------- 14:00 0.11 0.17 0.13
 -------- 15:00 0.09 0.16 0.13
 -------- 16:00 0.09 0.17 0.11
 -------- 17:00 0.08 0.17 0.10
 07.12.12 18:00 0.09 0.16 0.09
 -------- 19:00 0.08 0.16 0.09
 -------- 20:00 0.15 0.16 0.09
 -------- 21:00 0.08 0.14 0.07
 -------- 22:00 0.06 0.12 0.04
 07.12.12 23:00 0.06 0.10 0.04
 -------- 00:00 0.06 0.10 0.03
 -------- 01:00 0.06 0.09 0.03
 -------- 02:00 0.04 0.08 0.02
 -------- 03:00 0.04 0.08 0.02
 08.12.12 04:00 0.04 0.07 0.02
 -------- 05:00 0.04 0.07 0.02
 -------- 06:00 0.05 0.07 0.02
 -------- 07:00 0.07 0.08 0.02
 -------- 08:00 0.08 0.09 0.04
 08.12.12 09:00 0.09 0.09 0.04
 -------- 10:00 0.07 0.10 0.06
 -------- 11:00 0.08 0.10 0.08
