 Date Time CO NO2 NO
 21.09.12 12:00 0.09 0.14 0.07
 -------- 13:00 0.06 0.15 0.07
 -------- 14:00 0.07 0.16 0.06
 -------- 15:00 0.05 0.14 0.04
 -------- 16:00 0.05 0.12 0.04
 21.09.12 17:00 0.05 0.11 0.05
 -------- 18:00 0.04 0.07 0.04
 -------- 19:00 0.04 0.09 0.04
 -------- 20:00 0.05 0.07 0.04
 -------- 21:00 0.04 0.05 0.03
 21.09.12 22:00 0.04 0.05 0.03
 -------- 23:00 0.04 0.06 0.03
 -------- 00:00 0.04 0.05 0.03
 -------- 01:00 0.04 0.05 0.03
 -------- 02:00 0.04 0.05 0.03
 22.09.12 03:00 0.02 0.04 0.03
 -------- 04:00 0.02 0.04 0.03
 -------- 05:00 0.02 0.03 0.02
 -------- 06:00 0.03 0.03 0.02
 -------- 07:00 0.03 0.03 0.02
 22.09.12 08:00 0.03 0.04 0.02
 -------- 09:00 0.04 0.04 0.02
 -------- 10:00 0.04 0.04 0.02
 -------- 11:00 0.05 0.04 0.02
 -------- 12:00 0.04 0.05 0.02
 22.09.12 13:00 0.04 0.05 0.02
 -------- 14:00 0.04 0.05 0.02
 -------- 15:00 0.04 0.05 0.02
 -------- 16:00 0.04 0.06 0.02
 -------- 17:00 0.07 0.09 0.02
 22.09.12 18:00 0.06 0.11 0.03
 -------- 19:00 0.06 0.07 0.03
 -------- 20:00 0.06 0.09 0.03
 -------- 21:00 0.06 0.08 0.03
 -------- 22:00 0.08 0.14 0.04
 22.09.12 23:00 0.10 0.19 0.07
 -------- 00:00 0.13 0.19 0.10
 -------- 01:00 0.11 0.18 0.10
 -------- 02:00 0.10 0.16 0.09
 -------- 03:00 0.09 0.14 0.07
 23.09.12 04:00 0.08 0.13 0.08
 -------- 05:00 0.08 0.14 0.08
 -------- 06:00 0.07 0.12 0.06
 -------- 07:00 0.07 0.13 0.07
 -------- 08:00 0.11 0.15 0.14
 23.09.12 09:00 0.11 0.19 0.12
 -------- 10:00 0.09 0.18 0.10
 -------- 11:00 0.08 0.19 0.10
