 Date Time CO NO2 NO
 20.09.12 00:00 0.09 0.20 0.07
 -------- 01:00 0.07 0.19 0.06
 -------- 02:00 0.06 0.15 0.06
 -------- 03:00 0.05 0.12 0.05
 -------- 04:00 0.04 0.10 0.05
 20.09.12 05:00 0.04 0.10 0.05
 -------- 06:00 0.07 0.13 0.06
 -------- 07:00 0.11 0.15 0.08
 -------- 08:00 0.18 0.18 0.13
 -------- 09:00 0.11 0.18 0.11
 20.09.12 10:00 0.10 0.18 0.09
 -------- 11:00 0.09 0.18 0.08
 -------- 12:00 0.08 0.15 0.07
 -------- 13:00 0.07 0.15 0.06
 -------- 14:00 0.06 0.15 0.04
 20.09.12 15:00 0.06 0.13 0.03
 -------- 16:00 0.06 0.14 0.04
 -------- 17:00 0.07 0.14 0.04
 -------- 18:00 0.07 0.19 0.04
 -------- 19:00 0.15 0.32 0.09
 20.09.12 20:00 0.19 0.33 0.14
 -------- 21:00 0.22 0.30 0.20
 -------- 22:00 0.22 0.30 0.21
 -------- 23:00 0.12 0.28 0.12
 -------- 00:00 0.09 0.22 0.08
 21.09.12 01:00 0.07 0.17 0.07
 -------- 02:00 0.05 0.12 0.06
 -------- 03:00 0.06 0.09 0.05
 -------- 04:00 0.06 0.12 0.06
 -------- 05:00 0.06 0.07 0.05
 21.09.12 06:00 0.07 0.10 0.05
 -------- 07:00 0.14 0.12 0.13
 -------- 08:00 0.20 0.14 0.14
 -------- 09:00 0.12 0.19 0.12
 -------- 10:00 0.10 0.16 0.09
 21.09.12 11:00 0.08 0.14 0.07
 -------- 12:00 0.09 0.14 0.07
 -------- 13:00 0.06 0.15 0.07
 -------- 14:00 0.07 0.16 0.06
 -------- 15:00 0.05 0.14 0.04
 21.09.12 16:00 0.05 0.12 0.04
 -------- 17:00 0.05 0.11 0.05
 -------- 18:00 0.04 0.07 0.04
 -------- 19:00 0.04 0.09 0.04
 -------- 20:00 0.05 0.07 0.04
 21.09.12 21:00 0.04 0.05 0.03
 -------- 22:00 0.04 0.05 0.03
 -------- 23:00 0.04 0.06 0.03
