 Date Time CO NO2 NO
 01.12.12 12:00 0.08 0.06 0.06
 -------- 13:00 0.09 0.06 0.07
 -------- 14:00 0.09 0.07 0.07
 -------- 15:00 0.14 0.07 0.09
 -------- 16:00 0.11 0.08 0.10
 01.12.12 17:00 0.12 0.08 0.12
 -------- 18:00 0.12 0.08 0.10
 -------- 19:00 0.11 0.07 0.09
 -------- 20:00 0.13 0.07 0.10
 -------- 21:00 0.13 0.08 0.10
 01.12.12 22:00 0.14 0.08 0.14
 -------- 23:00 0.12 0.07 0.09
 -------- 00:00 0.11 0.06 0.09
 -------- 01:00 0.12 0.06 0.08
 -------- 02:00 0.09 0.06 0.07
 02.12.12 03:00 0.07 0.05 0.05
 -------- 04:00 0.08 0.05 0.05
 -------- 05:00 0.06 0.05 0.04
 -------- 06:00 0.04 0.02 0.01
 -------- 07:00 0.06 0.03 0.01
 02.12.12 08:00 0.04 0.05 0.01
 -------- 09:00 0.04 0.04 0.02
 -------- 10:00 0.04 0.05 0.01
 -------- 11:00 0.05 0.05 0.02
 -------- 12:00 0.08 0.06 0.03
 02.12.12 13:00 0.07 0.06 0.03
 -------- 14:00 0.06 0.06 0.03
 -------- 15:00 0.05 0.07 0.03
 -------- 16:00 0.04 0.07 0.02
