 Date Time CO NO2 NO
 18.04.13 12:00 0.06 0.15 0.02
 -------- 13:00 0.05 0.14 0.02
 -------- 14:00 0.04 0.15 0.02
 -------- 15:00 0.05 0.13 0.02
 -------- 16:00 0.04 0.14 0.02
 18.04.13 17:00 0.05 0.12 0.02
 -------- 18:00 0.05 0.13 0.02
 -------- 19:00 0.05 0.11 0.01
 -------- 20:00 0.09 0.20 0.02
 -------- 21:00 0.17 0.26 0.07
 18.04.13 22:00 0.22 0.26 0.13
 -------- 23:00 0.24 0.26 0.27
 -------- 00:00 0.19 0.24 0.19
 -------- 01:00 0.16 0.21 0.20
 -------- 02:00 0.09 0.20 0.05
 19.04.13 03:00 0.07 0.17 0.03
 -------- 04:00 0.06 0.14 0.02
 -------- 05:00 0.06 0.13 0.02
 -------- 06:00 0.06 0.18 0.03
 -------- 07:00 0.07 0.18 0.03
 19.04.13 08:00 0.10 0.23 0.05
 -------- 09:00 0.07 0.20 0.04
 -------- 10:00 0.08 0.19 0.03
 -------- 11:00 0.06 0.16 0.02
 -------- 12:00 0.05 0.17 0.02
 19.04.13 13:00 0.05 0.20 0.02
 -------- 14:00 0.05 0.20 0.02
 -------- 15:00 0.04 0.20 0.02
 -------- 16:00 0.04 0.19 0.02
 -------- 17:00 0.04 0.15 0.02
 19.04.13 18:00 0.06 0.14 0.02
 -------- 19:00 0.06 0.14 0.02
 -------- 20:00 0.06 0.13 0.01
 -------- 21:00 0.06 0.12 0.01
 -------- 22:00 0.05 0.10 0.01
 19.04.13 23:00 0.04 0.08 0.01
 -------- 00:00 0.04 0.08 0.01
 -------- 01:00 0.04 0.07 0.01
 -------- 02:00 0.04 0.07 0.01
 -------- 03:00 0.04 0.07 0.01
 20.04.13 04:00 0.04 0.11 0.02
 -------- 05:00 0.04 0.13 0.02
 -------- 06:00 0.05 0.18 0.03
 -------- 07:00 0.05 0.17 0.03
 -------- 08:00 0.08 0.21 0.04
 20.04.13 09:00 0.08 0.21 0.05
 -------- 10:00 0.08 0.23 0.05
 -------- 11:00 0.06 0.19 0.04
