 Date Time CO NO2 NO
 30.01.13 12:00 0.08 0.20 0.24
 -------- 13:00 0.08 0.23 0.27
 -------- 14:00 0.10 0.23 0.27
 -------- 15:00 0.07 0.21 0.23
 -------- 16:00 ---- 0.19 0.14
 30.01.13 17:00 ---- 0.19 0.13
 -------- 18:00 ---- 0.18 0.11
 -------- 19:00 ---- 0.18 0.12
 -------- 20:00 ---- 0.18 0.12
 -------- 21:00 ---- 0.17 0.09
 30.01.13 22:00 ---- 0.13 0.05
 -------- 23:00 ---- 0.11 0.04
 -------- 00:00 ---- 0.09 0.04
 -------- 01:00 ---- 0.07 0.02
 -------- 02:00 ---- 0.05 0.03
 31.01.13 03:00 ---- 0.05 0.02
 -------- 04:00 ---- 0.05 0.02
 -------- 05:00 ---- 0.06 0.03
 -------- 06:00 ---- 0.09 0.04
 -------- 07:00 0.02 0.11 0.05
 31.01.13 08:00 0.02 0.12 0.07
 -------- 09:00 0.02 0.12 0.07
 -------- 10:00 0.02 0.13 0.09
 -------- 11:00 0.02 0.14 0.10
 -------- 12:00 ---- 0.13 0.09
 31.01.13 13:00 ---- 0.12 0.07
 -------- 14:00 ---- 0.10 0.05
 -------- 15:00 ---- 0.11 0.05
 -------- 16:00 ---- 0.13 0.06
 -------- 17:00 ---- 0.12 0.05
 31.01.13 18:00 ---- 0.12 0.04
 -------- 19:00 ---- 0.12 0.04
 -------- 20:00 ---- 0.12 0.04
 -------- 21:00 ---- 0.09 0.04
 -------- 22:00 ---- 0.09 0.04
 31.01.13 23:00 ---- 0.10 0.03
 -------- 00:00 ---- 0.08 0.03
 -------- 01:00 ---- 0.07 0.02
 -------- 02:00 ---- 0.09 0.02
 -------- 03:00 ---- 0.10 0.03
 01.02.13 04:00 ---- 0.09 0.03
 -------- 05:00 ---- 0.09 0.03
 -------- 06:00 ---- 0.10 0.04
 -------- 07:00 0.02 0.12 0.05
 -------- 08:00 0.03 0.14 0.08
 01.02.13 09:00 0.03 0.14 0.08
 -------- 10:00 0.02 0.15 0.10
 -------- 11:00 0.02 0.13 0.08
