 Date Time CO NO2 NO
 19.12.12 00:00 ---- 0.15 0.08
 -------- 01:00 ---- 0.15 0.09
 -------- 02:00 ---- 0.16 0.11
 -------- 03:00 ---- 0.16 0.13
 -------- 04:00 ---- 0.15 0.09
 19.12.12 05:00 0.12 0.14 0.08
 -------- 06:00 0.07 0.14 0.08
 -------- 07:00 0.04 0.16 0.14
 -------- 08:00 0.04 0.18 0.18
 -------- 09:00 0.05 0.19 0.22
 19.12.12 10:00 0.08 0.20 0.27
 -------- 11:00 0.09 0.24 0.36
 -------- 12:00 0.07 0.19 0.29
 -------- 13:00 ---- 0.17 0.25
 -------- 14:00 ---- 0.19 0.22
 19.12.12 15:00 ---- 0.19 0.23
 -------- 16:00 ---- 0.21 0.25
 -------- 17:00 ---- 0.21 0.25
 -------- 18:00 ---- 0.21 0.23
 -------- 19:00 ---- 0.21 0.21
 19.12.12 20:00 ---- 0.21 0.21
 -------- 21:00 ---- 0.23 0.35
 -------- 22:00 ---- 0.23 0.38
 -------- 23:00 ---- 0.24 0.35
 -------- 00:00 ---- 0.25 0.38
 20.12.12 01:00 0.02 0.25 0.41
 -------- 02:00 ---- 0.26 0.43
 -------- 03:00 ---- 0.24 0.38
 -------- 04:00 ---- 0.21 0.27
 -------- 05:00 ---- 0.20 0.27
 20.12.12 06:00 ---- 0.21 0.24
 -------- 07:00 0.02 0.20 0.19
 -------- 08:00 ---- 0.20 0.20
 -------- 09:00 ---- 0.19 0.20
 -------- 10:00 ---- 0.20 0.21
 20.12.12 11:00 ---- 0.22 0.25
 -------- 12:00 ---- 0.23 0.26
 -------- 13:00 ---- 0.23 0.26
 -------- 14:00 ---- 0.23 0.26
 -------- 15:00 0.04 0.22 0.21
 20.12.12 16:00 0.02 0.20 0.15
 -------- 17:00 0.02 0.21 0.15
 -------- 18:00 0.03 0.21 0.15
 -------- 19:00 0.02 0.19 0.12
 -------- 20:00 ---- 0.19 0.11
 20.12.12 21:00 0.21 0.17 0.10
 -------- 22:00 0.07 0.17 0.11
 -------- 23:00 ---- 0.18 0.12
