 Date Time CO NO2 NO
 04.02.13 00:00 ---- 0.05 0.03
 -------- 01:00 ---- 0.04 0.02
 -------- 02:00 ---- 0.04 0.02
 -------- 03:00 ---- 0.06 0.04
 -------- 04:00 ---- 0.05 0.03
 04.02.13 05:00 ---- 0.07 0.03
 -------- 06:00 0.02 0.10 0.06
 -------- 07:00 0.02 0.07 0.08
 -------- 08:00 0.04 0.07 0.06
 -------- 09:00 0.06 0.14 0.16
 04.02.13 10:00 0.06 0.11 0.12
 -------- 11:00 0.05 0.10 0.07
 -------- 12:00 0.02 0.05 0.03
 -------- 13:00 ---- 0.03 0.02
 -------- 14:00 ---- 0.03 0.02
 04.02.13 15:00 ---- 0.04 0.02
 -------- 16:00 ---- 0.05 0.02
 -------- 17:00 ---- 0.04 0.02
 -------- 18:00 ---- 0.07 0.02
 -------- 19:00 0.02 0.06 0.02
 04.02.13 20:00 0.02 0.05 0.02
 -------- 21:00 ---- 0.05 0.02
 -------- 22:00 ---- 0.05 0.02
 -------- 23:00 ---- 0.05 0.02
 -------- 00:00 ---- 0.04 0.02
 05.02.13 01:00 ---- 0.04 0.02
 -------- 02:00 ---- 0.04 0.02
 -------- 03:00 ---- 0.03 0.01
 -------- 04:00 ---- 0.05 0.02
 -------- 05:00 ---- 0.05 0.02
 05.02.13 06:00 ---- 0.05 0.02
 -------- 07:00 ---- 0.06 0.02
 -------- 08:00 0.02 0.07 0.03
 -------- 09:00 0.02 0.10 0.03
 -------- 10:00 0.02 0.13 0.06
 05.02.13 11:00 0.03 0.14 0.06
 -------- 12:00 0.02 0.15 0.08
 -------- 13:00 0.02 0.13 0.08
 -------- 14:00 0.02 0.11 0.07
 -------- 15:00 0.02 0.12 0.07
 05.02.13 16:00 0.02 0.13 0.07
 -------- 17:00 0.02 0.15 0.08
 -------- 18:00 0.02 0.17 0.09
