 Date Time CO NO2 NO
 10.01.13 12:00 0.04 0.09 0.06
 -------- 13:00 0.04 0.09 0.06
 -------- 14:00 0.04 0.09 0.06
 -------- 15:00 0.04 0.09 0.05
 -------- 16:00 ---- 0.09 0.05
 10.01.13 17:00 ---- 0.10 0.05
 -------- 18:00 ---- 0.11 0.06
 -------- 19:00 ---- 0.10 0.05
 -------- 20:00 ---- 0.08 0.04
 -------- 21:00 ---- 0.07 0.04
 10.01.13 22:00 ---- 0.08 0.03
 -------- 23:00 ---- 0.09 0.03
 -------- 00:00 ---- 0.08 0.03
 -------- 01:00 ---- 0.08 0.03
 -------- 02:00 ---- 0.08 0.02
 11.01.13 03:00 ---- 0.11 0.03
 -------- 04:00 ---- 0.11 0.03
 -------- 05:00 ---- 0.11 0.03
 -------- 06:00 ---- 0.14 0.04
 -------- 07:00 0.05 0.15 0.05
 11.01.13 08:00 0.06 0.17 0.08
 -------- 09:00 0.07 0.18 0.12
 -------- 10:00 0.07 0.18 0.16
 -------- 11:00 0.06 0.19 0.17
 -------- 12:00 ---- 0.18 0.14
 11.01.13 13:00 ---- 0.17 0.12
 -------- 14:00 ---- 0.16 0.10
 -------- 15:00 ---- 0.17 0.11
 -------- 16:00 ---- 0.14 0.06
 -------- 17:00 ---- 0.14 0.04
 11.01.13 18:00 ---- 0.16 0.04
 -------- 19:00 ---- 0.15 0.03
 -------- 20:00 ---- 0.13 0.02
 -------- 21:00 ---- 0.13 0.03
 -------- 22:00 ---- 0.14 0.04
 11.01.13 23:00 ---- 0.13 0.03
 -------- 00:00 ---- 0.12 0.02
 -------- 01:00 ---- 0.10 0.02
 -------- 02:00 ---- 0.08 0.01
 -------- 03:00 ---- 0.07 0.01
 12.01.13 04:00 ---- 0.06 0.01
 -------- 05:00 ---- 0.07 0.01
 -------- 06:00 ---- 0.06 0.01
 -------- 07:00 0.02 0.07 0.01
 -------- 08:00 ---- 0.08 0.02
 12.01.13 09:00 ---- 0.08 0.01
 -------- 10:00 ---- 0.09 0.02
 -------- 11:00 ---- 0.08 0.02
