 Date Time CO NO2 NO
 30.11.12 12:00 0.05 0.09 0.03
 -------- 13:00 0.06 0.10 0.03
 -------- 14:00 0.06 0.10 0.04
 -------- 15:00 0.09 0.11 0.04
 -------- 16:00 0.06 0.10 0.04
 30.11.12 17:00 0.08 0.10 0.05
 -------- 18:00 0.08 0.10 0.07
 -------- 19:00 0.11 0.10 0.11
 -------- 20:00 0.15 0.11 0.17
 -------- 21:00 0.13 0.10 0.16
 30.11.12 22:00 0.08 0.09 0.06
 -------- 23:00 0.09 0.08 0.06
 -------- 00:00 0.08 0.08 0.04
 -------- 01:00 0.07 0.09 0.04
 -------- 02:00 0.06 0.07 0.01
 01.12.12 03:00 0.06 0.08 0.03
 -------- 04:00 0.05 0.07 0.02
 -------- 05:00 0.04 0.06 0.01
 -------- 06:00 0.04 0.04 0.01
 -------- 07:00 0.06 0.05 0.01
 01.12.12 08:00 0.06 0.06 0.03
 -------- 09:00 0.07 0.07 0.04
 -------- 10:00 0.08 0.07 0.05
 -------- 11:00 0.09 0.07 0.06
 -------- 12:00 0.09 0.07 0.07
 01.12.12 13:00 0.09 0.06 0.07
 -------- 14:00 0.09 0.07 0.07
 -------- 15:00 0.14 0.07 0.09
 -------- 16:00 0.11 0.08 0.10
 -------- 17:00 0.12 0.08 0.12
 01.12.12 18:00 0.12 0.08 0.10
 -------- 19:00 0.11 0.07 0.09
 -------- 20:00 0.13 0.07 0.10
 -------- 21:00 0.13 0.08 0.10
 -------- 22:00 0.14 0.08 0.14
 01.12.12 23:00 0.12 0.07 0.09
 -------- 00:00 0.11 0.06 0.09
 -------- 01:00 0.12 0.06 0.08
 -------- 02:00 0.09 0.06 0.07
 -------- 03:00 0.07 0.05 0.05
 02.12.12 04:00 0.08 0.05 0.05
 -------- 05:00 0.06 0.05 0.04
 -------- 06:00 0.04 0.02 0.01
 -------- 07:00 0.06 0.03 0.01
 -------- 08:00 0.04 0.05 0.01
 02.12.12 09:00 0.04 0.04 0.02
 -------- 10:00 0.04 0.05 0.01
 -------- 11:00 0.05 0.05 0.02
