 Date Time CO NO2 NO
 28.09.12 00:00 0.06 0.11 0.05
 -------- 01:00 0.06 0.09 0.05
 -------- 02:00 0.06 0.09 0.05
 -------- 03:00 0.04 0.08 0.05
 -------- 04:00 0.04 0.07 0.05
 28.09.12 05:00 0.04 0.07 0.05
 -------- 06:00 0.05 0.09 0.05
 -------- 07:00 0.09 0.14 0.06
 -------- 08:00 0.13 0.18 0.09
 -------- 09:00 0.09 0.17 0.08
 28.09.12 10:00 0.09 0.17 0.08
 -------- 11:00 0.09 0.15 0.06
 -------- 12:00 0.06 0.13 0.04
 -------- 13:00 0.07 0.14 0.03
 -------- 14:00 0.07 0.15 0.03
 28.09.12 15:00 0.06 0.15 0.02
 -------- 16:00 0.08 0.18 0.03
 -------- 17:00 0.11 0.24 0.05
 -------- 18:00 0.15 0.24 0.07
 -------- 19:00 0.10 0.21 0.07
 28.09.12 20:00 0.09 0.19 0.07
 -------- 21:00 0.05 0.10 0.05
 -------- 22:00 0.04 0.07 0.03
 -------- 23:00 0.03 0.06 0.03
 -------- 00:00 0.03 0.05 0.03
 29.09.12 01:00 0.03 0.04 0.03
 -------- 02:00 0.04 0.05 0.03
 -------- 03:00 0.04 0.04 0.04
 -------- 04:00 0.03 0.04 0.04
 -------- 05:00 0.02 0.03 0.03
 29.09.12 06:00 0.03 0.03 0.03
 -------- 07:00 0.04 0.04 0.03
 -------- 08:00 0.04 0.07 0.04
 -------- 09:00 0.05 0.09 0.04
 -------- 10:00 0.05 0.08 0.05
 29.09.12 11:00 0.04 0.06 0.03
 -------- 12:00 0.04 0.06 0.03
 -------- 13:00 0.05 0.06 0.03
 -------- 14:00 0.03 0.06 0.03
 -------- 15:00 0.04 0.06 0.02
 29.09.12 16:00 0.03 0.05 0.02
 -------- 17:00 0.04 0.07 0.02
 -------- 18:00 0.05 0.09 0.03
 -------- 19:00 0.05 0.10 0.03
 -------- 20:00 0.07 0.14 0.05
 29.09.12 21:00 0.10 0.17 0.07
 -------- 22:00 0.10 0.14 0.07
