 Date Time CO NO2 NO
 30.12.12 12:00 ---- 0.05 0.03
 -------- 13:00 ---- 0.06 0.03
 -------- 14:00 ---- 0.08 0.03
 -------- 15:00 0.02 0.08 0.04
 -------- 16:00 ---- 0.07 0.03
 30.12.12 17:00 ---- 0.06 0.03
 -------- 18:00 ---- 0.09 0.03
 -------- 19:00 ---- 0.07 0.03
 -------- 20:00 ---- 0.08 0.03
 -------- 21:00 ---- 0.09 0.03
 30.12.12 22:00 ---- 0.10 0.03
 -------- 23:00 ---- 0.11 0.05
 -------- 00:00 ---- 0.07 0.04
 -------- 01:00 ---- 0.05 0.03
 -------- 02:00 ---- 0.10 0.04
 31.12.12 03:00 ---- 0.13 0.05
 -------- 04:00 0.02 0.15 0.14
 -------- 05:00 ---- 0.17 0.16
 -------- 06:00 ---- 0.17 0.15
 -------- 07:00 ---- 0.15 0.11
 31.12.12 08:00 ---- 0.14 0.12
 -------- 09:00 ---- 0.13 0.10
 -------- 10:00 ---- 0.12 0.09
 -------- 11:00 ---- 0.12 0.07
 -------- 12:00 ---- 0.11 0.08
 31.12.12 13:00 ---- 0.10 0.07
 -------- 14:00 ---- 0.10 0.07
 -------- 15:00 0.02 0.10 0.07
 -------- 16:00 0.02 0.11 0.07
 -------- 17:00 0.02 0.11 0.06
 31.12.12 18:00 0.02 0.10 0.05
 -------- 19:00 ---- 0.10 0.06
 -------- 20:00 ---- 0.08 0.05
 -------- 21:00 ---- 0.08 0.04
 -------- 22:00 ---- 0.09 0.04
 31.12.12 23:00 ---- 0.07 0.04
 -------- 00:00 ---- 0.05 0.02
 -------- 01:00 ---- 0.05 0.03
 -------- 02:00 ---- 0.06 0.03
 -------- 03:00 ---- 0.05 0.03
 01.01.13 04:00 ---- 0.05 0.03
 -------- 05:00 ---- 0.05 0.03
 -------- 06:00 ---- 0.05 0.03
 -------- 07:00 ---- 0.05 0.02
 -------- 08:00 0.02 0.06 0.04
 01.01.13 09:00 0.02 0.07 0.04
 -------- 10:00 ---- 0.06 0.04
 -------- 11:00 ---- 0.06 0.05
